"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","SX52","SX52_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-01-17",,,,,,,,,"0.0","T,,N",,,"5.0",",,N","64.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-01-18",,,,,,,,,"0.0",",,N",,,"0.0",",,N","51.0",",,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-01-19",,,,,,,,,"0.0",",,N",,,"0.0",",,N","51.0",",,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-01-20",,,,,,,,,"0.0",",,N",,,"0.0",",,N","25.0",",,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-01-21",,,,,,,,,"0.0",",,N",,,"0.0",",,N","13.0",",,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-01-22",,,,,,,,,"6.6",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-01-23",,,,,,,,,"8.9",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-01-24",,,,,,,,,"0.0","T,,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-01-25",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-01-26",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-01-27",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-01-28",,,,,,,,,"0.3",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-01-29",,,,,,,,,"0.3",",,N",,,"5.0",",,N","5.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-01-30",,,,,,,,,"3.3",",,N",,,"58.0",",,N","58.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-01-31",,,,,,,,,"0.0",",,N",,,"0.0",",,N","46.0",",,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-01",,,,,,,,,"0.0",",,N",,,"0.0",",,N","13.0",",,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-02",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-03",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-04",,,,,,,,,"1.3",",,N",,,"28.0",",,N","25.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-05",,,,,,,,,"4.6",",,N",,,"58.0",",,N","89.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-06",,,,,,,,,"1.5",",,N",,,"23.0",",,N","102.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-07",,,,,,,,,"2.0",",,N",,,"33.0",",,N","127.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-08",,,,,,,,,"0.0","T,,N",,,"5.0",",,N","114.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-09",,,,,,,,,"2.8",",,N",,,"58.0",",,N","178.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-10",,,,,,,,,"13.0",",,N",,,"163.0",",,N","305.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-11",,,,,,,,,"4.1",",,N",,,"36.0",",,N","343.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-12",,,,,,,,,"2.8",",,N",,,"0.0","T,,N","330.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-13",,,,,,,,,"0.0",",,N",,,"0.0",",,N","292.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-14",,,,,,,,,"0.0",",,N",,,"0.0",",,N","279.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-15",,,,,,,,,"1.5",",,N",,,"0.0",",,N","152.0",",,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-16",,,,,,,,,"0.8",",,N",,,"0.0",",,N","89.0",",,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-17",,,,,,,,,"0.0",",,N",,,"0.0",",,N","76.0",",,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-18",,,,,,,,,"0.0","T,,N",,,"0.0","T,,N","64.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-19",,,,,,,,,"0.5",",,N",,,"0.0",",,N","51.0",",,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-20",,,,,,,,,"33.5",",,N",,,"0.0",",,N","13.0",",,N",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-21",,,,,,,,,"28.2",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-22",,,,,,,,,"1.0",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-23",,,,,,,,,"0.0","T,,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-24",,,,,,,,,"3.6",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-25",,,,,,,,,"2.8",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-26",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-27",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-02-28",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-01",,,,,,,,,"0.3",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-02",,,,,,,,,"52.1",",,N",,,"79.0",",,N","76.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-03",,,,,,,,,"0.0",",,N",,,"0.0",",,N","38.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-04",,,,,,,,,"0.0",",,N",,,"0.0",",,N","25.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-05",,,,,,,,,"0.0",",,N",,,"0.0",",,N","13.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-06",,,,,,,,,"0.0",",,N",,,"0.0",",,N","13.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-07",,,,,,,,,"5.6",",,N",,,"18.0",",,N","13.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-08",,,,,,,,,"0.8",",,N",,,"0.0","T,,N","13.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-09",,,,,,,,,"0.0","T,,N",,,"5.0",",,N","13.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-10",,,,,,,,,"0.0","T,,N",,,"0.0","T,,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-11",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-12",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-13",,,,,,,,,"0.8",",,N",,,"0.0","T,,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-14",,,,,,,,,"0.0","T,,N",,,"0.0","T,,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-15",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-16",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-17",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-18",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-19",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-20",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-21",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-22",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-23",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-24",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-25",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-26",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-27",,,,,,,,,"4.6",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-28",,,,,,,,,"9.7",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-29",,,,,,,,,"2.3",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-30",,,,,,,,,"5.1",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-03-31",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-04-01",,,,,,,,,"3.6",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-04-02",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-04-03",,,,,,,,,"0.0",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-04-04",,,,,,,,,"23.1",",,N",,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","42.239144","-83.69582","251.5","2018-04-05",,,,,,,,,"0.0","T,,N",,,"0.0","T,,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
