Counter,Type.1,Type.2,User,ignoreAnalysis,Sample_Name,Sample,Date,DateTime,IPLnum,NumBlocks,NumCycles,IntTime,sam44current,ref44current,d13C.PDB,d13C.err,d18O.rawPDB,d18O.err,d18O.rawSMOW,d45,d45.err,d46,d46.err,d47,d47.err,d48,d48.err,d49,d49.err,D472,D47.err3,D484,D48.err5,D496,D49.err7,Comments,included,D47_raw,sample_upper,type2_upper,standard_key,ben_reference_class,D47_d47_0,D47_transferred,D47_accepted,standard_residual,standard_extreme_outlier,standard_outlier_score,correction_qc_include,D47_corrected,T47_C,correction_method,linearity_slope,transfer_slope,transfer_intercept,carbonate_offset,temperature_A,temperature_B,acid_fractionation
4043,Sample,Elena's Samples,eyl,include,BHB-25-TRAV-242-B,IPL-CI-4920 BHB-25-TRAV-242-B,20260513.18,5/13/26 18:32,4920,90,calcite,50,5.77e-8,5.76e-8,-4.412383276,5.66e-4,-1.596938014,0.003322067,29.26370063,5.742966919,4.88e-4,-2.71843212,0.003314814,2.944911149,0.008038275,-5.556524731,0.024035048,-17.90707121,1.485998486,-0.299157109,0.006030792,-0.139277247,0.023386971,-18.66354609,1.482042516,,TRUE,-0.299157109,BHB-25-TRAV-242-B,ELENA'S SAMPLES,ELENA'S SAMPLES,unknown,-0.3025652478099894,0.611896368220736,,,FALSE,,TRUE,0.6192652584949306,18.826547524291186,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4045,Sample,Elena's Samples,wmn,include,BHB-25-WDC-F6-229,IPL-CI-4818 BHB-25-WDC-F6-229,20260403.09,4/3/26 9:10,4818,90,calcite,50,5.77e-8,5.75e-8,-5.713116418,8.06e-4,-1.477071529,0.00371989,29.38727219,4.51968345,7.37e-4,-2.601545423,0.003711973,1.771675594,0.007193026,-5.26254552,0.023897006,-15.49283466,1.642839506,-0.325973432,0.006506448,-0.072562396,0.020481376,-15.19441158,1.645287385,,TRUE,-0.325973432,BHB-25-WDC-F6-229,ELENA'S SAMPLES,ELENA'S SAMPLES,unknown,-0.3280237880362671,0.5839483649759797,,,FALSE,,TRUE,0.5913172552501743,28.35517024371177,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4046,Sample,Elena's Samples,wmn,include,BHB-25-WDC-F6-230,IPL-CI-4921 BHB-25-WDC-F6-230,20260514.08,5/14/26 8:36,4921,90,calcite,50,5.77e-8,5.75e-8,-5.815890642,7.55e-4,-1.940984048,0.003312456,28.90902014,4.406432801,7.27e-4,-3.064691944,0.003305398,1.196807013,0.006981946,-6.2310871,0.024097524,-23.01226932,1.612805194,-0.326912147,0.005569422,-0.106606314,0.021394921,-21.70610096,1.61514799,,TRUE,-0.326912147,BHB-25-WDC-F6-230,ELENA'S SAMPLES,ELENA'S SAMPLES,unknown,-0.3282972089671353,0.5836482075830116,,,FALSE,,TRUE,0.5910170978572062,28.462627734298906,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4047,Sample,Elena's Samples,wmn,include,BHB-25-WDC-F6-230,IPL-CI-4925 BHB-25-WDC-F6-230,20260515.08,5/15/26 8:35,4925,90,calcite,50,5.77e-8,5.75e-8,-5.628511639,6.5e-4,-1.778131036,0.003238722,29.07690693,4.588952969,6.13e-4,-2.901790905,0.003231704,1.543552962,0.007755392,-5.897401077,0.022920207,-19.74711033,1.930690172,-0.328688088,0.005430712,-0.107844838,0.022159969,-18.94175372,1.93016892,,TRUE,-0.328688088,BHB-25-WDC-F6-230,ELENA'S SAMPLES,ELENA'S SAMPLES,unknown,-0.33047443824586487,0.5812580779681289,,,FALSE,,TRUE,0.5886269682423235,29.32242330340165,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4049,Sample,Elena's Samples,eyl,include,BHB-25-WDC-FS-237,IPL-CI-4821 BHB-25-WDC-FS-237,20260405.11,4/5/26 11:06,4821,90,calcite,50,5.77e-8,5.76e-8,-4.017389357,4.61e-4,-8.127584148,0.003839002,22.53119223,5.886364051,4.45e-4,-9.23443758,0.003830752,-3.522847882,0.009938929,-18.50062319,0.021400752,-36.48738007,1.144657889,-0.471940121,0.008035326,-0.12060281,0.020155263,-24.89720295,1.162622502,,TRUE,-0.471940121,BHB-25-WDC-FS-237,ELENA'S SAMPLES,ELENA'S SAMPLES,unknown,-0.46786313735571916,0.4304348267374173,,,FALSE,,TRUE,0.43780371701161186,105.02349454301014,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4050,Sample,Elena's Samples,wmn,include,BHB-25-WDC-FS-237-m,IPL-CI-4816 BHB-25-WDC-FS-237-m,20260402.14,4/2/26 14:19,4816,90,calcite,50,5.76e-8,5.74e-8,-5.251473526,4.22e-4,-1.070176446,0.003647052,29.8067444,4.969559034,3.76e-4,-2.194544546,0.00363896,2.632635668,0.007802977,-4.511200567,0.027541189,-12.61279168,1.333620318,-0.330060383,0.007562817,-0.133058074,0.027701786,-13.5761392,1.333217562,,TRUE,-0.330060383,BHB-25-WDC-FS-237-M,ELENA'S SAMPLES,ELENA'S SAMPLES,unknown,-0.3331071261235472,0.5783679527412335,,,FALSE,,TRUE,0.5857368430154282,30.371968423152623,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4051,Sample,Elena's Samples,wmn,include,BHB-25-WDC-Site3-232-A-1,IPL-CI-4825 BHB-25-WDC-Site3-232-A-1,20260406.16,4/6/26 16:40,4825,90,calcite,50,5.75e-8,5.73e-8,-7.635812513,4.46e-4,-1.147143696,0.003781344,29.72739809,2.716885892,4.59e-4,-2.276347094,0.003773466,0.228743097,0.005077614,-4.608968425,0.019629399,-18.80217006,1.398073181,-0.331385849,0.005141954,-0.060539689,0.020256356,-17.2473771,1.399867546,,TRUE,-0.331385849,BHB-25-WDC-SITE3-232-A-1,ELENA'S SAMPLES,ELENA'S SAMPLES,unknown,-0.33165057285310084,0.5799669350539184,,,FALSE,,TRUE,0.587335825328113,29.78995270281638,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4052,Sample,Elena's Samples,wmn,include,BHB-25-WDC-SITE3-232-A-1,IPL-CI-4832 BHB-25-WDC-SITE3-232-A-1,20260408.18,4/8/26 18:23,4832,90,calcite,50,5.76e-8,5.74e-8,-7.598424435,6.46e-4,-1.056693306,0.003512194,29.8206443,2.755429544,5.52e-4,-2.18600973,0.003504096,0.3459366,0.007958978,-4.443567473,0.022627654,-17.90296974,1.443350798,-0.345507103,0.006644322,-0.082766636,0.019988771,-16.56712113,1.445795858,,TRUE,-0.345507103,BHB-25-WDC-SITE3-232-A-1,ELENA'S SAMPLES,ELENA'S SAMPLES,unknown,-0.34590745462101785,0.5643159442913538,,,FALSE,,TRUE,0.5716848345655484,35.63533703145458,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4053,Sample,Elena's Samples,wmn,include,BHB-25-WDC-Site3-232-A1,IPL-CI-4923 BHB-25-WDC-Site3-232-A1,20260514.13,5/14/26 13:34,4923,90,calcite,50,5.76e-8,5.74e-8,-7.531654015,4.83e-4,-1.069080225,0.003765976,29.80787451,2.81790695,3.98e-4,-2.198230686,0.003757434,0.400844516,0.007071894,-4.511217611,0.023227697,-22.40216838,1.535329406,-0.334689505,0.008515241,-0.120089944,0.022714856,-21.10886459,1.536808937,,TRUE,-0.334689505,BHB-25-WDC-SITE3-232-A1,ELENA'S SAMPLES,ELENA'S SAMPLES,unknown,-0.33515340142424865,0.576121582437384,,,FALSE,,TRUE,0.5834904727115786,31.195323800660674,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4056,Sample,Evan's BHB carbs,wmn,include,BHB-25-WDC-Site3-233-A-12,IPL-CI-4819 BHB-25-WDC-Site3-233-A-12,20260403.11,4/3/26 11:38,4819,90,calcite,50,5.72e-8,5.7e-8,-6.563433626,5.57e-4,-1.434300824,0.002992854,29.43136494,3.718722065,4.91e-4,-2.560648108,0.002986033,0.944938659,0.008124788,-5.206440197,0.020809021,-20.14952784,1.298579861,-0.36601678,0.007349813,-0.092138211,0.020269503,-19.09255463,1.3012684,,TRUE,-0.36601678,BHB-25-WDC-SITE3-233-A-12,EVAN'S BHB CARBS,EVAN'S BHB CARBS,unknown,-0.36711035530799896,0.5410397182418198,,,FALSE,,TRUE,0.5484086085160145,44.99044420542367,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4095,Sample,CAV,wmn,include,CLDQ UUUP 7227,IPL-CI-4904 CLDQ UUUP 7227,20260508.13,5/8/26 13:42,4904,90,calcite,50,5.15e-8,5.27e-8,-6.125011335,4.75e-4,-2.214732262,0.001348768,28.62681036,4.105053121,4.55e-4,-3.338508203,0.001346014,0.561709861,0.005924154,-6.73179981,0.024269284,-22.20526945,1.636150106,-0.379160436,0.006388136,-0.0663333,0.024542271,-20.05095001,1.63943787,"low yield (~55 mbar), failed to reach target current on last few sets",TRUE,-0.379160436,CLDQ UUUP 7227,CAV,CAV,unknown,-0.3798105015131405,0.5270976884083962,,,FALSE,,TRUE,0.5344665786825908,51.01829141257048,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4096,Sample,CAV,wmn,include,CLDQ UUUP 7227,IPL-CI-4913 CLDQ UUUP 7227,20260511.13,5/11/26 13:46,4913,90,calcite,50,5.7e-8,5.69e-8,-6.152793747,7.03e-4,-2.331643503,0.002465374,28.5062854,4.074736951,6.52e-4,-3.455230103,0.002459877,0.39382781,0.006175656,-7.009847958,0.025270852,-22.7622255,1.80714847,-0.400665523,0.006302777,-0.112062559,0.024575962,-20.35212582,1.812320511,,TRUE,-0.400665523,CLDQ UUUP 7227,CAV,CAV,unknown,-0.4011212990067464,0.5037030148644323,,,FALSE,,TRUE,0.5110719051386269,61.95153209756887,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4136,EquilibratedGas,Depleted,wmn,include,Depleted Eq Gas,IPL-CI-4823 EQG-DEPLETED,20260406.11,4/6/26 11:42,4823,90,calcite,50,5.76e-8,5.74e-8,-10.61111449,5.37e-4,-14.06351696,0.003956068,16.41177973,-0.543753531,0.001207388,-15.17154192,0.003947372,-15.51653408,0.007745458,-30.1138725,0.022692947,-58.97869421,1.632475156,-0.051876399,0.007351742,0.002568453,0.020505607,-29.77996552,1.691189012,,TRUE,-0.051876399,DEPLETED EQ GAS,DEPLETED,DEPLETED,equilibrated gas,-0.03391915026856422,0.9068120208483431,,,FALSE,,TRUE,0.9141809111225377,-46.28885270894648,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4137,EquilibratedGas,Depleted,mla,include,Depleted Eq Gas,IPL-CI-4847 EQG-DEPLETED,20260411.16,4/11/26 16:17,4847,90,calcite,50,5.76e-8,5.74e-8,-10.61415579,5.02e-4,-13.90695108,0.003656865,16.57318506,-0.542150031,4.78e-4,-15.01531461,0.003648992,-15.34287825,0.007220652,-29.78540624,0.021814912,-56.18644231,1.631238984,-0.030423266,0.006934672,0.020366935,0.019802444,-27.14905205,1.679875963,,TRUE,-0.030423266,DEPLETED EQ GAS,DEPLETED,DEPLETED,equilibrated gas,-0.01266698875593996,0.9301423246927026,,,FALSE,,TRUE,0.9375112149668973,-49.763449482455115,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4138,EquilibratedGas,Depleted,wmn,include,Depleted Eq Gas,IPL-CI-4900 EQG-DEPLETED,20260430.14,4/30/26 14:01,4900,90,calcite,50,5.76e-8,5.74e-8,-10.61294725,6.65e-4,-14.23964107,0.002977557,16.23021162,-0.552744046,5.96e-4,-15.34729584,0.002970722,-15.6979083,0.006093429,-30.47751956,0.023819552,-66.47271969,1.620202796,-0.048724828,0.006224669,-0.019050296,0.023238088,-37.10336158,1.669685076,,TRUE,-0.048724828,DEPLETED EQ GAS,DEPLETED,DEPLETED,equilibrated gas,-0.030557675306428226,0.9105021975950827,,,FALSE,,TRUE,0.9178710878692773,-46.849238706190306,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4139,EquilibratedGas,Depleted,wmn,include,Depleted Eq Gas,IPL-CI-4912 EQG-DEPLETED,20260511.11,5/11/26 11:16,4912,90,calcite,50,5.76e-8,5.74e-8,-10.61166968,0.00064899999999999995,-14.3337223,0.00369217,16.13322235,-0.554857223,6.07e-4,-15.44117469,0.003684131,-15.79766066,0.007668647,-30.60664481,0.02462106,-64.444459,1.790303259,-0.054159695,0.008065731,0.038450433,0.024062629,-34.82834041,1.845305642,,TRUE,-0.054159695,DEPLETED EQ GAS,DEPLETED,DEPLETED,equilibrated gas,-0.03587709913266067,0.9046626139805308,,,FALSE,,TRUE,0.9120315042547255,-45.96052143080061,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4140,EquilibratedGas,Depleted,euf,include,Depleted Eq Gas,IPL-CI-4953 EQG-DEPLETED,20260530.14,5/30/26 14:07,4953,90,calcite,50,5.76e-8,5.74e-8,-10.59786256,7.18e-4,-14.5738392,0.003289148,15.88568343,-0.550299513,6.71e-4,-15.68075312,0.003281963,-16.02115316,0.009146304,-31.08316386,0.023873068,-67.53812366,1.677703732,-0.046728833,0.008222738,0.033496275,0.023480526,-37.56461377,1.728377434,,TRUE,-0.046728833,DEPLETED EQ GAS,DEPLETED,DEPLETED,equilibrated gas,-0.028187589783232072,0.9131040418997403,,,FALSE,,TRUE,0.9204729321739349,-47.241864836430466,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4141,EquilibratedGas,Depleted,mla,include,Depleted Eq Gas,IPL-CI-4973 EQG-DEPLETED,20260606.17,6/6/26 17:42,4973,90,calcite,50,5.76e-8,5.74e-8,-10.60451204,5e-4,-14.29918113,0.003500869,16.16883118,-0.546884784,4.88e-4,-15.40669195,0.003493446,-15.76114735,0.008074523,-30.55774152,0.024235083,-64.1431334,1.574543362,-0.059721797,0.006944766,0.021038681,0.023059143,-34.59197928,1.624545191,,TRUE,-0.059721797,DEPLETED EQ GAS,DEPLETED,DEPLETED,equilibrated gas,-0.04148145790123395,0.8985102330640793,,,FALSE,,TRUE,0.9058791233382739,-45.012779606011605,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4142,EquilibratedGas,Depleted,wmn,include,Depleted Eq Gas,IPL-CI-4987 EQG-DEPLETED,20260618.1,6/18/26 10:29,4987,90,calcite,50,5.76e-8,5.74e-8,-10.58910847,6.35e-4,-14.49445242,0.003672726,15.96752406,-0.539238414,5.89e-4,-15.60151664,0.003664681,-15.95709785,0.007930794,-31.00992169,0.023725765,-76.30300331,1.155396749,-0.072182576,0.00798967,-0.051903377,0.024905446,-46.77304826,1.19242165,,TRUE,-0.072182576,DEPLETED EQ GAS,DEPLETED,DEPLETED,equilibrated gas,-0.053715463844222155,0.8850799250121635,,,FALSE,,TRUE,0.8924488152863581,-42.90201119073771,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4143,EquilibratedGas,Depleted,wmn,include,Depleted Eq Gas,IPL-CI-5002 EQG-DEPLETED,20260625.11,6/25/26 10:59,5002,90,calcite,50,5.76e-8,5.74e-8,-10.59744641,4.68e-4,-14.49879957,0.003150444,15.96304253,-0.547259507,4.28e-4,-15.60587192,0.003143516,-15.95951626,0.008892301,-30.96630472,0.026078585,-63.63393589,1.416198292,-0.062010574,0.008504094,0.001951771,0.023519101,-33.68229991,1.461165788,,TRUE,-0.062010574,DEPLETED EQ GAS,DEPLETED,DEPLETED,equilibrated gas,-0.04354066302396496,0.8962496685957245,,,FALSE,,TRUE,0.9036185588699192,-44.66156014984483,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4144,EquilibratedGas,Depleted,wmn,include,Depleted Eq Gas,IPL-CI-5020 EQG-DEPLETED,20260701.14,7/1/26 14:22,5020,90,calcite,50,5.75e-8,5.73e-8,-10.61915866,3.58e-4,-14.15380733,0.002365146,16.31869848,-0.55557752,3.38e-4,-15.26165724,0.002360031,-15.60466838,0.00578606,-30.30255937,0.021425836,-56.89723282,1.519093856,-0.036573743,0.005785061,-0.0125445,0.022313802,-27.38987073,1.565441567,,TRUE,-0.036573743,DEPLETED EQ GAS,DEPLETED,DEPLETED,equilibrated gas,-0.018514496648560218,0.923723018318333,,,FALSE,,TRUE,0.9310919085925277,-48.82336872876769,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
4145,Sample,Elena's Samples,wmn,include,ECDQ22-TS-B1,IPL-CI-4824 ECDQ22-TS-B1,20260406.14,4/6/26 14:11,4824,90,calcite,50,5.76e-8,5.74e-8,-5.460194869,6.3e-4,-2.767201695,0.003755971,28.0572641,4.712998758,5.9e-4,-3.888415417,0.003747831,0.626194763,0.00826698,-7.757891048,0.027267919,-20.33283675,1.564483945,-0.396764141,0.008488344,0.014776051,0.027158286,-17.74336813,1.566820128,,TRUE,-0.396764141,ECDQ22-TS-B1,ELENA'S SAMPLES,ELENA'S SAMPLES,unknown,-0.3974888347399511,0.5076906796013942,,,FALSE,,TRUE,0.5150595698755889,60.0096127990563,Ben manual-workbook procedure (stored parameters),0.0011572976696246704,1.097784986741269,0.944047954776194,-0.007368890274194578,38300,0.258,0.088
