Counter,Type.1,Type.2,User,ignoreAnalysis,Sample_Name,Sample,Date,DateTime,IPLnum,NumBlocks,NumCycles,IntTime,sam44current,ref44current,d13C.PDB,d13C.err,d18O.rawPDB,d18O.err,d18O.rawSMOW,d45,d45.err,d46,d46.err,d47,d47.err,d48,d48.err,d49,d49.err,D472,D47.err3,D484,D48.err5,D496,D49.err7,Comments,included,D47_raw,sample_upper,type2_upper,standard_key,ben_reference_class,D47_d47_0,D47_transferred,D47_accepted,standard_residual,standard_group_n,standard_residual_median,standard_residual_mad,standard_outlier_score,standard_extreme_outlier
4226,Standard,ETH-1,eyl,include,ETH-1,IPL-CI-4909 ETH-1,20260510.16,5/10/26 16:24,4909,90,calcite,50,5.76e-8,5.74e-8,2.271013628,5.31e-4,5.870824449,0.003401376,36.96229163,12.31072867,4.92e-4,4.747769215,0.003393913,16.76548379,0.006961284,9.299139428,0.025473932,9.052721293,1.769863542,-0.65865733,0.00602887,-0.220985659,0.025293647,-13.25788861,1.732643964,,TRUE,-0.65865733,ETH-1,ETH-1,ETH-1,carbonate standard,-0.6780599853202972,0.19968388278156646,0.2052,-0.005516117218433536,11,-0.01747660288300107,0.015307896973881768,0.7813278130218954,FALSE
4227,Standard,ETH-1,wmn,include,ETH-1,IPL-CI-4935 ETH-1,20260518.08,5/18/26 8:42,4935,90,calcite,50,5.76e-8,5.75e-8,2.250429915,5.89e-4,5.768661155,0.003431336,36.85697047,12.28773282,5.91e-4,4.645778199,0.00342449,16.62884885,0.006364804,9.111760762,0.027041836,11.47073137,1.360508383,-0.669710565,0.006883149,-0.204508341,0.023380794,-10.67196381,1.331748584,,TRUE,-0.669710565,ETH-1,ETH-1,ETH-1,carbonate standard,-0.6889550930226459,0.18772339711699892,0.2052,-0.01747660288300107,11,-0.01747660288300107,0.015307896973881768,0,FALSE
4228,Standard,ETH-1,euf,include,ETH-1,IPL-CI-4956 ETH-1,20260531.08,5/31/26 8:47,4956,90,calcite,50,5.78e-8,5.76e-8,3.039291407,7.76e-4,5.418171087,0.004070554,36.49564675,13.02033411,5.77e-4,4.2976879630000004,0.004061835,17.06773092,0.008808634,8.419913984,0.02421124,6.907551963,1.561183089,-0.651424532,0.007413258,-0.197336534,0.026371727,-15.24991313,1.53202724,,TRUE,-0.651424532,ETH-1,ETH-1,ETH-1,carbonate standard,-0.6711769772194969,0.20723994573824356,0.2052,0.002039945738243565,11,-0.01747660288300107,0.015307896973881768,1.274933366388841,FALSE
4229,Standard,ETH-1,mla,include,ETH-1,IPL-CI-4980 ETH-1,20260609.14,6/9/26 14:48,4980,90,calcite,50,5.76e-8,5.75e-8,2.65697763,3.89e-4,5.733272121,0.003211109,36.82048756,12.67012317,3.6e-4,4.611319014,0.003204253,16.98658359,0.008772874,9.064860543,0.027584869,10.69792439,1.583166951,-0.674012994,0.007970093,-0.182726975,0.025282795,-11.75955615,1.547690133,,TRUE,-0.674012994,ETH-1,ETH-1,ETH-1,carbonate standard,-0.6936715276035917,0.18254576604308914,0.2052,-0.022654233956910852,11,-0.01747660288300107,0.015307896973881768,0.33823268361054576,FALSE
4230,Standard,ETH-1,wmn,include,ETH-1,IPL-CI-5005 ETH-1,20260626.08,6/26/26 8:20,5005,90,calcite,50,5.77e-8,5.76e-8,3.346916503,6.75e-4,5.649035806,0.003603982,36.7336475,13.31831136,6.39e-4,4.528711879,0.003596404,17.57869731,0.008313487,8.857832122,0.01950968,7.881248017,1.284643291,-0.674136697,0.007291793,-0.229187018,0.018593012,-15.032042240000001,1.253908736,,TRUE,-0.674136697,ETH-1,ETH-1,ETH-1,carbonate standard,-0.6944804824319004,0.18165770757762,0.2052,-0.023542292422379985,11,-0.01747660288300107,0.015307896973881768,0.39624577757011004,FALSE
4231,Standard,ETH-1,wmn,include,ETH-1,IPL-CI-5015 ETH-1,20260629.13,6/29/26 13:11,5015,90,calcite,50,5.78e-8,5.76e-8,2.448241421,0.0019418,5.610183698,0.003858239,36.69359448,12.46961622,0.001442719,4.488059144,0.003848979,16.68070453,0.009372334,8.821470544,0.03015368,10.38999931,1.645369373,-0.660245218,0.006977369,-0.210910895,0.025553138,-11.65570098,1.608976175,,TRUE,-0.660245218,ETH-1,ETH-1,ETH-1,carbonate standard,-0.6795497584802667,0.1980484321729019,0.2052,-0.007151567827098082,11,-0.01747660288300107,0.015307896973881768,0.6744907594765952,FALSE
4267,Standard,ETH-2,eyl,include,ETH-2,IPL-CI-4813 ETH-2,20260401.19,4/1/26 19:00,4813,90,calcite,50,5.78e-8,5.76e-8,-9.692307729,0.001479589,-10.51235863,0.003870619,20.07270437,0.447745591,0.001123509,-11.62600229,0.003862169,-11.63918906,0.007357815,-23.29597388,0.023634194,-49.89451467,1.794691275,-0.678019068,0.006838986,-0.189139092,0.021370999,-28.29951182,1.836313528,,TRUE,-0.678019068,ETH-2,ETH-2,ETH-2,carbonate standard,-0.6645490616245411,0.2145159719717744,0.2085,0.00601597197177442,7,4.5837507574500447e-4,0.00823969315805321,0.6744907594765952,FALSE
4268,Standard,ETH-2,wmn,include,ETH-2,IPL-CI-4922 ETH-2,20260514.11,5/14/26 11:04,4922,90,calcite,50,5.77e-8,5.75e-8,-9.905136492,6.4e-4,-10.75700475,0.003008881,19.82049623,0.237979187,5.49e-4,-11.87057588,0.003001772,-12.10036512,0.00701325,-23.79267902,0.023229951,-52.79933037,1.434432545,-0.683615341,0.007742339,-0.212499195,0.025153702,-30.56478341,1.468151356,,TRUE,-0.683615341,ETH-2,ETH-2,ETH-2,carbonate standard,-0.6696116166450163,0.208958375075745,0.2085,4.5837507574500447e-4,7,4.5837507574500447e-4,0.00823969315805321,0,FALSE
4269,Standard,ETH-2,wmn,include,ETH-2,IPL-CI-4928 ETH-2,20260515.16,5/15/26 16:04,4928,90,calcite,50,5.76e-8,5.75e-8,-9.936802519,6.17e-4,-10.81717811,0.003354794,19.75846292,0.205895702,5.61e-4,-11.93068779,0.003347319,-12.19113539,0.00675621,-23.91541299,0.02059193,-51.87558337,1.240685805,-0.680227971,0.005975932,-0.201875211,0.020171781,-29.46557678,1.269749052,,TRUE,-0.680227971,ETH-2,ETH-2,ETH-2,carbonate standard,-0.6661191984230741,0.21279229936721478,0.2085,0.004292299367214786,7,4.5837507574500447e-4,0.00823969315805321,0.4652994010732824,FALSE
4270,Standard,ETH-2,euf,include,ETH-2,IPL-CI-4929 ETH-2,20260516.11,5/16/26 11:48,4929,90,calcite,50,5.76e-8,5.74e-8,-9.897175084,4.18e-4,-10.46106255,0.003246663,20.12558601,0.255912312,3.93e-4,-11.57524495,0.003239772,-11.7878908,0.007241806,-23.18836169,0.023956259,-52.81901226,1.634327793,-0.679623353,0.006601991,-0.201101039,0.025619858,-31.17254681,1.670309648,,TRUE,-0.679623353,ETH-2,ETH-2,ETH-2,carbonate standard,-0.6659812544473699,0.2129437321927543,0.2085,0.004443732192754318,7,4.5837507574500447e-4,0.00823969315805321,0.483677855541763,FALSE
4271,Standard,ETH-2,wmn,include,ETH-2,IPL-CI-4944 ETH-2,20260528.1,5/28/26 10:30,4944,90,calcite,50,5.75e-8,5.74e-8,-9.4251019,3.48e-4,-10.73634155,0.003210056,19.84179814,0.691586208,3.14e-4,-11.84895551,0.003203035,-11.64111495,0.007659678,-23.71054147,0.026211067,-59.09013139,1.936735748,-0.705828891,0.006715005,-0.156712324,0.025565432,-37.5055368,1.980494549,,TRUE,-0.705828891,ETH-2,ETH-2,ETH-2,carbonate standard,-0.692356655796532,0.18398921257236867,0.2085,-0.024510787427631325,7,4.5837507574500447e-4,0.00823969315805321,3.0303510124005375,FALSE
4272,Standard,ETH-2,wmn,include,ETH-2,IPL-CI-4969 ETH-2,20260605.08,6/5/26 8:43,4969,90,calcite,50,5.77e-8,5.75e-8,-9.724842574,7.88e-4,-10.83929311,0.003220441,19.73566434,0.405207962,7.2e-4,-11.95231358,0.003213235,-12.03091467,0.005775522,-23.92538239,0.026268256,-61.40706162,1.486503041,-0.704497328,0.006012095,-0.17242807,0.026904287,-39.38972589,1.520588761,,TRUE,-0.704497328,ETH-2,ETH-2,ETH-2,carbonate standard,-0.6905739784889557,0.18594620895683034,0.2085,-0.022553791043169652,7,4.5837507574500447e-4,0.00823969315805321,2.7928426068176226,FALSE
4273,Standard,ETH-2,wmn,include,ETH-2,IPL-CI-4982 ETH-2,20260611.08,6/11/26 8:33,4982,90,calcite,50,5.77e-8,5.76e-8,-8.798460838,5.75e-4,-10.66690287,0.004080643,19.91338316,1.285438674,4.42e-4,-11.77835662,0.004071317,-10.971762,0.0072235829999999996,-23.57675913,0.023809043,-55.51111425,1.548244819,-0.714185226,0.005403188,-0.168586179,0.022539977,-34.59656758,1.581747775,,TRUE,-0.714185226,ETH-2,ETH-2,ETH-2,carbonate standard,-0.7014876314057235,0.17396536463429768,0.2085,-0.03453463536570231,7,4.5837507574500447e-4,0.00823969315805321,4.24688271398144,TRUE
4311,Standard,ETH-3,bhp,include,ETH-3,IPL-CI-4807 ETH3,20260331.15,3/31/26 15:19,4807,90,calcite,50,5.78e-8,5.76e-8,1.928924837,7.44e-4,6.201836081,0.004026744,37.30353483,11.99979031,5.02e-4,5.077365382,0.004017668,17.17880412,0.01004869,10.07188713,0.023964666,18.56467532,1.629270124,-0.266103786,0.007447536,-0.139633517,0.020302162,-4.288594481,1.589915209,,TRUE,-0.266103786,ETH-3,ETH-3,ETH-3,carbonate standard,-0.2859847759750147,0.6300981612742577,0.6132,0.016898161274257695,6,-0.013190671273045185,0.013307698104655914,2.261009553318302,FALSE
4312,Standard,ETH-3,wmn,include,ETH-3,IPL-CI-4879 ETH-3,20260427.11,4/27/26 11:30,4879,90,calcite,50,5.78e-8,5.76e-8,1.914020909,0.00159426,6.181797318,0.003419173,37.28287667,11.98538488,0.001169299,5.057342214,0.003410856,17.12467835,0.009954349,10.0252339,0.027402587,12.97810855,1.320210856,-0.289705015,0.006842472,-0.132789295,0.0214298,-9.715662795,1.290270841,,TRUE,-0.289705015,ETH-3,ETH-3,ETH-3,carbonate standard,-0.30952336534752706,0.604257851252046,0.6132,-0.00894214874795396,6,-0.013190671273045185,0.013307698104655914,0.31925299865382506,FALSE
4313,Standard,ETH-3,wmn,include,ETH-3,IPL-CI-4884 ETH-3,20260428.13,4/28/26 13:07,4884,90,calcite,50,5.78e-8,5.76e-8,1.932040421,0.001969941,6.202365525,0.004488186,37.30408064,12.00321246,0.001478889,5.077906482,0.00447769,17.14955244,0.007651402,10.10530708,0.027850123,12.39976225,1.592705506,-0.300160642,0.005925452,-0.11345231,0.022322782,-10.34519774,1.557731109,,TRUE,-0.300160642,ETH-3,ETH-3,ETH-3,carbonate standard,-0.3200077790739181,0.5927482192684299,0.6132,-0.020451780731570057,6,-0.013190671273045185,0.013307698104655914,0.5456322649808576,FALSE
4314,Standard,ETH-3,wmn,include,ETH-3,IPL-CI-4894 ETH-3,20260505.11,5/5/26 10:59,4894,90,calcite,50,5.78e-8,5.76e-8,1.893256208,0.001598601,6.146076021,0.003776037,37.24605123,11.96485144,0.001094513,5.021652763,0.003767404,17.05385076,0.009038082,9.914293326,0.025381215,11.325501,1.487676859,-0.297527156,0.007251709,-0.151589802,0.020236891,-11.25766113,1.458077228,,TRUE,-0.297527156,ETH-3,ETH-3,ETH-3,carbonate standard,-0.3172635377426749,0.5957608062018636,0.6132,-0.01743919379813641,6,-0.013190671273045185,0.013307698104655914,0.31925299865382506,FALSE
4315,Standard,ETH-3,wmn,include,ETH-3,IPL-CI-4960 ETH-3,20260601.14,6/1/26 13:56,4960,90,calcite,50,5.77e-8,5.75e-8,2.423579577,5.21e-4,6.188812158,0.003919288,37.29010834,12.46582308,5.36e-4,5.06540768,0.003911098,17.62503926,0.00876601,10.06662922,0.022357059,19.05514897,1.523929943,-0.28325758,0.007105376,-0.095407466,0.021565129,-4.259379608,1.489014656,,TRUE,-0.28325758,ETH-3,ETH-3,ETH-3,carbonate standard,-0.30365499686264136,0.6107000580714191,0.6132,-0.002499941928580829,6,-0.013190671273045185,0.013307698104655914,0.8033492539723328,FALSE
4316,Standard,ETH-3,mla,include,ETH-3,IPL-CI-4993 ETH-3,20260623.1,6/23/26 10:29,4993,90,calcite,50,5.77e-8,5.75e-8,2.414353504,6.71e-4,6.138121343,0.003637638,37.23785067,12.45544944,7.01e-4,5.014804396,0.003630533,17.54346233,0.00991396,9.988711106,0.027979722,9.182333396,1.72246812,-0.30622611,0.007556416,-0.077710861,0.026153069,-13.80369849,1.682622811,,TRUE,-0.30622611,ETH-3,ETH-3,ETH-3,carbonate standard,-0.3265291180716572,0.5855891912232616,0.6132,-0.027610808776738383,6,-0.013190671273045185,0.013307698104655914,1.083593675652146,FALSE
4337,Standard,ETH-4,wmn,include,ETH-4,IPL-CI-4804 ETH-4,20260330.15,3/30/26 15:36,4804,90,calcite,50,5.78e-8,5.76e-8,-9.932090907,4.45e-4,-10.81126782,0.003733656,19.7645559,0.210933282,3.55e-4,-11.92477957,0.003725352,-11.9746192,0.009370422,-23.7960561,0.020420433,-47.30024859,1.407146718,-0.477491271,0.006044663,-0.1128415,0.018623287,-24.82000195,1.437779127,,TRUE,-0.477491271,ETH-4,ETH-4,ETH-4,carbonate standard,-0.46363307210519716,0.4350785288623763,0.4505,-0.01542147113762371,8,-0.010087235299838793,0.00712018617822751,0.7491708368660686,FALSE
4338,Standard,ETH-4,eyl,include,ETH-4,IPL-CI-4826 ETH-4,20260407.09,4/7/26 9:34,4826,90,calcite,50,5.77e-8,5.75e-8,-9.956644983,0.001068624,-10.9048773,0.003540683,19.66805294,0.184171657,0.001025074,-12.0182424,0.003533185,-12.09083193,0.006906809,-24.00317008,0.020500527,-54.67676409,1.515065008,-0.471765898,0.005608287,-0.118884067,0.018921644,-32.14655393,1.555646124,,TRUE,-0.471765898,ETH-4,ETH-4,ETH-4,carbonate standard,-0.4577732063835875,0.4415114014758792,0.4505,-0.008988598524120817,8,-0.010087235299838793,0.00712018617822751,0.15429888323390292,FALSE
4339,Standard,ETH-4,wmn,include,ETH-4,IPL-CI-4846 ETH-4,20260414.13,4/14/26 12:58,4846,90,calcite,50,5.78e-8,5.77e-8,-9.968652643,0.001829568,-10.82931816,0.003798416,19.74594762,0.176194047,0.001366443,-11.94286057,0.003789001,-12.01679723,0.009530423,-23.87370686,0.023468674,-54.01554899,1.569129446,-0.47657134,0.007266749,-0.138919553,0.020484713,-31.64427799,1.610349573,,TRUE,-0.47657134,ETH-4,ETH-4,ETH-4,carbonate standard,-0.4626643285693688,0.4361420009720113,0.4505,-0.014357999027988733,8,-0.010087235299838793,0.00712018617822751,0.5998106820871218,FALSE
4340,Standard,ETH-4,wmn,include,ETH-4,IPL-CI-4889 ETH-4,20260501.11,5/1/26 11:20,4889,90,calcite,50,5.7e-8,5.68e-8,-9.934860921,6.31e-4,-10.79195783,0.002333969,19.78446275,0.20861597,5.99e-4,-11.90551698,0.002328975,-11.94522199,0.005822869,-23.78575639,0.020901878,-56.05195489,1.802794057,-0.459285143,0.006246744,-0.119068398,0.021457832,-33.79185236,1.84476741,,TRUE,-0.459285143,ETH-4,ETH-4,ETH-4,carbonate standard,-0.44546096542782365,0.45502759475025767,0.4505,0.0045275947502576575,8,-0.010087235299838793,0.00712018617822751,2.0525909975200465,FALSE
4341,Standard,ETH-4,mla,include,ETH-4,IPL-CI-4930 ETH-4,20260516.14,5/16/26 14:26,4930,90,calcite,50,5.75e-8,5.73e-8,-9.929226229,8.59e-4,-10.58852243,0.003409944,19.99418634,0.221520094,5e-4,-11.70250008,0.003402193,-11.74615416,0.007057375,-23.3968044,0.018912247,-50.76403892,1.327435137,-0.472642778,0.006118066,-0.129373185,0.01888197,-28.80491778,1.351754609,,TRUE,-0.472642778,ETH-4,ETH-4,ETH-4,carbonate standard,-0.45904898116357984,0.4401108750759404,0.4505,-0.010389124924059634,8,-0.010087235299838793,0.00712018617822751,0.042399119442125786,FALSE
4342,Standard,ETH-4,wmn,include,ETH-4,IPL-CI-4950 ETH-4,20260529.15,5/29/26 15:49,4950,90,calcite,50,5.77e-8,5.76e-8,-9.83191725,4.73e-4,-10.90144635,0.00327239,19.67158994,0.302095389,4.1e-4,-12.01455778,0.003265471,-11.96455236,0.008127899,-24.00474156,0.027967032,-55.7005012,1.134126436,-0.472345532,0.005999748,-0.123140724,0.027826318,-33.32963973,1.158394032,,TRUE,-0.472345532,ETH-4,ETH-4,ETH-4,carbonate standard,-0.45849898343566964,0.44071465432438206,0.4505,-0.009785345675617951,8,-0.010087235299838793,0.00712018617822751,0.042399119442125786,FALSE
4343,Standard,ETH-4,wmn,include,ETH-4,IPL-CI-4970 ETH-4,20260605.11,6/5/26 11:14,4970,90,calcite,50,5.71e-8,5.69e-8,-9.358636614,5.82e-4,-10.88930262,0.002528231,19.68410904,0.748916521,5.12e-4,-12.00145348,0.002522289,-11.48802791,0.006315197,-23.97676271,0.022026985,-57.34600347,1.827171211,-0.458488658,0.005750424,-0.120763546,0.021456171,-35.48788666,1.868408432,,TRUE,-0.458488658,ETH-4,ETH-4,ETH-4,carbonate standard,-0.4451935900711738,0.45532111540261244,0.4505,0.00482111540261243,8,-0.010087235299838793,0.00712018617822751,2.0938147303,FALSE
4344,Standard,ETH-4,wmn,include,ETH-4,IPL-CI-5008 ETH-4,20260626.15,6/26/26 15:45,5008,90,calcite,50,5.77e-8,5.76e-8,-9.84449985,8.09e-4,-10.75904413,0.003511375,19.81839381,0.295245975,6.9e-4,-11.87248379,0.003503377,-11.83864973,0.008989172,-23.67278973,0.019871872,-55.57726208,1.309964458,-0.479453455,0.007760951,-0.082227163,0.021888813,-33.46979566,1.342144879,,TRUE,-0.479453455,ETH-4,ETH-4,ETH-4,carbonate standard,-0.46575261325596823,0.43275172840827947,0.4505,-0.017748271591720544,8,-0.010087235299838793,0.00712018617822751,1.0759601083617845,FALSE
4415,Standard,IAEA-C1,wmn,include,IAEA-C1,IPL-CI-4835 IAEA-C1,20260409.14,4/9/26 14:23,4835,90,calcite,50,5.78e-8,5.76e-8,2.683304609,7.99e-4,5.700275743,0.003913637,36.78647127,12.69431775,5.6e-4,4.578449669,0.003904955,17.08313609,0.010725919,8.998581165,0.024047142,10.23116241,1.512646619,-0.580741151,0.00736031,-0.183170526,0.017743326,-12.2055088,1.478034891,,TRUE,-0.580741151,IAEA-C1,IAEA-C1,IAEA-C1,carbonate standard,-0.6005114245868381,0.2848155284981513,0.3018,-0.01698447150184873,6,-0.004392536483834142,0.01684809872788401,0.7473801775137174,FALSE
4416,Standard,IAEA-C1,wmn,include,IAEA-C1,IPL-CI-4855 IAEA-C1,20260416.16,4/16/26 16:40,4855,90,calcite,50,5.78e-8,5.76e-8,2.660442109,6.23e-4,5.694519835,0.003743703,36.78053744,12.67215168,5.03e-4,4.572656266,0.003735237,17.06691344,0.008451637,8.972362941,0.02328537,11.92875178,1.226627899,-0.562499422,0.006896648,-0.181988108,0.018574196,-10.489659229999999,1.198538328,,TRUE,-0.562499422,IAEA-C1,IAEA-C1,IAEA-C1,carbonate standard,-0.582250921151798,0.3048616350194757,0.3018,0.003061635019475706,6,-0.004392536483834142,0.01684809872788401,0.4424339875794421,FALSE
4417,Standard,IAEA-C1,wmn,include,IAEA-C1,IPL-CI-4903 IAEA-C1,20260508.11,5/8/26 11:13,4903,90,calcite,50,5.77e-8,5.75e-8,2.670942553,4.95e-4,5.755769278,0.003523969,36.84368011,12.68418366,4.82e-4,4.633798302,0.00351669,17.14678263,0.008188063,9.104331303,0.020749624,10.90935511,1.39226338,-0.555609618,0.00764541,-0.182538789,0.020139109,-11.61613842,1.363289489,,TRUE,-0.555609618,IAEA-C1,IAEA-C1,IAEA-C1,carbonate standard,-0.5754535495792598,0.31232368748111006,0.3018,0.010523687481110044,6,-0.004392536483834142,0.01684809872788401,0.8853357405994705,FALSE
4418,Standard,IAEA-C1,wmn,include,IAEA-C1,IPL-CI-4966 IAEA-C1,20260604.11,6/4/26 11:16,4966,90,calcite,50,5.7e-8,5.69e-8,3.179790868,4.35e-4,5.691595255,0.002799291,36.77752246,13.16190094,4.25e-4,4.57082965,0.002793428,17.56972678,0.007716005,8.99045559,0.023359156,8.376022754,1.358808157,-0.559474719,0.007818024,-0.170415783,0.021858739,-14.45673419,1.326396551,,TRUE,-0.559474719,IAEA-C1,IAEA-C1,IAEA-C1,carbonate standard,-0.5798081228584362,0.30754330231156557,0.3018,0.005743302311565557,6,-0.004392536483834142,0.01684809872788401,0.601601341439473,FALSE
