reactor_id,IPL_num,MLA_sample_id,MLA_horizon_id,reference_origin,new_automated,legacy_standardized,legacy_manual,previous_automated,new_minus_legacy,new_minus_previous_automated,abs_new_minus_legacy,within_5_permeg,workbook_O2_difference,calibration_method,calibration_d18_slope,calibration_d18_intercept,calibration_standard_offset
31,5502,PB-00-03-08,PB-00-03-08,IPL R pipeline,-106.47607956282201,-106.7821877,-106.7821877,-106.4760796,0.30610813717798635,3.717799756941531e-8,0.30610813717798635,TRUE,-9.416112334292848e-11,BP validated; equal standard-type weighting; one-standard intercept-only transfer,1,3.7908025497043023,22.853159994462487
32,5694,PB-00-02-09L,PB-00-02-09L,IPL R pipeline,-115.63732375546215,-120.1919232,-120.1919232,-116.453365,4.554599444537857,0.8160412445378569,4.554599444537857,TRUE,-10.435391365925653,BP validated; equal standard-type weighting; two-standard linear transfer,1.2345177534893406,-1.549643076200614,42.50433547084037
32,5695,PB-00-01-07,PB-00-01-07,IPL R pipeline,-98.59234113697218,-101.3762754,-101.3762754,-98.54569371,2.7839342630278168,-0.04664742697218571,2.7839342630278168,TRUE,-11.20226388749046,BP validated; equal standard-type weighting; two-standard linear transfer,1.2345177534893406,-1.549643076200614,42.50433547084037
32,5696,PB-00-01-07,PB-00-01-07,IPL R pipeline,-104.10507484199377,-107.411862,-107.411862,-104.4435138,3.3067871580062302,0.33843895800623613,3.3067871580062302,TRUE,-10.801027205173966,BP validated; equal standard-type weighting; two-standard linear transfer,1.2345177534893406,-1.549643076200614,42.50433547084037
32,5697,PB-00-03-16,PB-00-03-16,IPL R pipeline,-77.53926258400341,-79.88717759,-79.88717759,-77.39031984,2.347915005996583,-0.14894274400340635,2.347915005996583,TRUE,-10.68637506939396,BP validated; equal standard-type weighting; two-standard linear transfer,1.2345177534893406,-1.549643076200614,42.50433547084037
32,5698,PK95-SC-22,PK95-SC-22,IPL R pipeline,-113.24109629162677,-116.3326585,-116.3326585,-113.6416153,3.091562208373219,0.4005190083732231,3.091562208373219,TRUE,-11.0005662617869,BP validated; equal standard-type weighting; two-standard linear transfer,1.2345177534893406,-1.549643076200614,42.50433547084037
32,5699,PK95-SC-23,PK95-SC-23,IPL R pipeline,-91.1335508463626,-93.23913991,-93.23913991,-91.03747887,2.10558906363741,-0.09607197636259457,2.10558906363741,TRUE,-11.039664487272574,BP validated; equal standard-type weighting; two-standard linear transfer,1.2345177534893406,-1.549643076200614,42.50433547084037
32,5700,PK95-SC-27,PK95-SC-27,IPL R pipeline,-100.61400337092437,-103.4422605,-103.4422605,-101.0333642,2.828257129075638,0.41936082907562877,2.828257129075638,TRUE,-10.563651312974514,BP validated; equal standard-type weighting; two-standard linear transfer,1.2345177534893406,-1.549643076200614,42.50433547084037
32,5701,PK95-SC-27,PK95-SC-27,IPL R pipeline,-92.61244776632543,-94.72245817,-94.72245817,-92.71281071,2.110010403674565,0.10036294367456833,2.110010403674565,TRUE,-10.792958526339532,BP validated; equal standard-type weighting; two-standard linear transfer,1.2345177534893406,-1.549643076200614,42.50433547084037
32,5702,PK95-SC-23,PK95-SC-23,IPL R pipeline,-91.7526934657406,-94.10682535,-94.10682535,-92.08554451,2.354131884259388,0.3328510442593995,2.354131884259388,TRUE,-10.409028718497012,BP validated; equal standard-type weighting; two-standard linear transfer,1.2345177534893406,-1.549643076200614,42.50433547084037
33,5780,PB-00-02-09L,PB-00-02-09L,manual Excel,-52.49696978027832,-50.9860284,-50.9860284,-50.9860284,-1.510941380278318,-1.510941380278318,1.510941380278318,TRUE,-0.5747203118531274,BP validated; equal standard-type weighting; two-standard linear transfer,1.1631752287199986,-2.8077174720269906,29.146864553358213
33,5781,PB-00-03-14,PB-00-03-14,manual Excel,-93.85389072975717,-92.74907573,-92.74907573,-92.74907573,-1.104814999757167,-1.104814999757167,1.104814999757167,TRUE,-0.16859392481370605,BP validated; equal standard-type weighting; two-standard linear transfer,1.1631752287199986,-2.8077174720269906,29.146864553358213
33,5782,PB-00-03-14,PB-00-03-14,manual Excel,-94.47224871470664,-93.3937688,-93.3937688,-93.3937688,-1.0784799147066337,-1.0784799147066337,1.0784799147066337,TRUE,-0.14225884619810358,BP validated; equal standard-type weighting; two-standard linear transfer,1.1631752287199986,-2.8077174720269906,29.146864553358213
33,5783,PB-00-01-09D,PB-00-01-09D,manual Excel,-84.23229124599577,-82.99633334,-82.99633334,-82.99633334,-1.235957905995761,-1.235957905995761,1.235957905995761,TRUE,-0.2997368331119219,BP validated; equal standard-type weighting; two-standard linear transfer,1.1631752287199986,-2.8077174720269906,29.146864553358213
34,5829,PK95-SC-160,PK95-SC-160,BP manual Excel,-128.1043256182916,-127.4986952,-127.4986952,-126.5165003,-0.6056304182915966,-1.5878253182915927,0.6056304182915966,TRUE,-2.1316282072803006e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.9785080546566717,3.2632596378258043,12.77510886903272
34,5830,PK95-SC-49,PK95-SC-49,BP manual Excel,-39.018482564530714,-39.35254796,-39.35254796,-37.61698755,0.33406539546928826,-1.4014950145307168,0.33406539546928826,TRUE,2.4868995751603507e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.9785080546566717,3.2632596378258043,12.77510886903272
34,5831,PK95-SC-176,PK95-SC-176,BP manual Excel,-84.89905898906407,-85.00308836,-85.00308836,-83.39263512,0.10402937093593323,-1.5064238690640792,0.10402937093593323,TRUE,-1.1721112969098613e-10,BP validated; equal standard-type weighting; two-standard linear transfer,0.9785080546566717,3.2632596378258043,12.77510886903272
34,5832,PK95-SC-54,PK95-SC-54,BP manual Excel,-76.76208647331045,-76.96564956,-76.96564956,-75.27181286,0.20356308668955592,-1.4902736133104497,0.20356308668955592,TRUE,3.0183855415089056e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.9785080546566717,3.2632596378258043,12.77510886903272
34,5833,PK95-SC-118up,PK95-SC-118up,BP manual Excel,-86.98498552271488,-86.85811596,-86.85811596,-85.48034884,-0.12686956271487304,-1.5046366827148745,0.12686956271487304,TRUE,7.639755494892597e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.9785080546566717,3.2632596378258043,12.77510886903272
34,5836,PK95-SC-118up,PK95-SC-118up,BP manual Excel,-94.23472181575903,-94.15802516,-94.15802516,-92.71125743,-0.0766966557590365,-1.523464385759027,0.0766966557590365,TRUE,-1.0629719326971099e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.9785080546566717,3.2632596378258043,12.77510886903272
34,5837,PK95-SC-54,PK95-SC-54,BP manual Excel,-97.83838644968561,-97.75604676,-97.75604676,-96.30687152,-0.082339689685611,-1.5315149296856134,0.082339689685611,TRUE,1.0658141036401503e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.9785080546566717,3.2632596378258043,12.77510886903272
34,5838,PK95-SC-176,PK95-SC-176,BP manual Excel,-84.56623888116759,-84.71120196,-84.71120196,-83.05976274,0.14496307883240434,-1.506476141167596,0.14496307883240434,TRUE,2.5025816829185032,BP validated; equal standard-type weighting; two-standard linear transfer,0.9785080546566717,3.2632596378258043,12.77510886903272
34,5841,PK95-SC-56,PK95-SC-56,BP manual Excel,-145.1500146338655,-143.8307568,-143.8307568,-143.5574161,-1.319257833865521,-1.5925985338654982,1.319257833865521,TRUE,1.0383361228871877,BP validated; equal standard-type weighting; two-standard linear transfer,0.9785080546566717,3.2632596378258043,12.77510886903272
34,5842,PK95-SC-161,PK95-SC-161,BP manual Excel,-94.30181075499505,-94.26115796,-94.26115796,-92.77735237,-0.040652794995040153,-1.524458384995043,0.040652794995040153,TRUE,2.316926571547043,BP validated; equal standard-type weighting; two-standard linear transfer,0.9785080546566717,3.2632596378258043,12.77510886903272
34,5843,PK95-SC-31,PK95-SC-31,BP manual Excel,-126.8069841971024,-126.1394968,-126.1394968,-125.2244215,-0.6674873971023914,-1.5825626971023894,0.6674873971023914,TRUE,1.690124204312582,BP validated; equal standard-type weighting; two-standard linear transfer,0.9785080546566717,3.2632596378258043,12.77510886903272
34,5844,PK95-SC-50,PK95-SC-50,BP manual Excel,-140.0555012622317,-139.1223828,-139.1223828,-138.4506651,-0.9331184622317039,-1.6048361622316918,0.9331184622317039,TRUE,1.4244773142326892,BP validated; equal standard-type weighting; two-standard linear transfer,0.9785080546566717,3.2632596378258043,12.77510886903272
34,5845,PK95-SC-43,PK95-SC-43,BP manual Excel,-89.94949647199107,-89.92761436,-89.92761436,-88.43450123,-0.021882111991061493,-1.5149952419910733,0.021882111991061493,TRUE,2.3356918139220966,BP validated; equal standard-type weighting; two-standard linear transfer,0.9785080546566717,3.2632596378258043,12.77510886903272
34,5846,PK95-SC-160,PK95-SC-160,BP manual Excel,-98.69088957521804,-98.48622836,-98.48622836,-97.16056886,-0.2046612152180387,-1.5303207152180391,0.2046612152180387,TRUE,2.15294413021104,BP validated; equal standard-type weighting; two-standard linear transfer,0.9785080546566717,3.2632596378258043,12.77510886903272
34,5847,PK95-SC-160,PK95-SC-160,BP manual Excel,-106.0459027081248,-105.8092036,-105.8092036,-104.4993196,-0.236699108124796,-1.5465831081247927,0.236699108124796,TRUE,2.1208874669724764,BP validated; equal standard-type weighting; two-standard linear transfer,0.9785080546566717,3.2632596378258043,12.77510886903272
34,5849,PK95-SC-161,PK95-SC-161,BP manual Excel,-101.34956182022464,-101.1775848,-101.1775848,-99.81214374,-0.1719770202246309,-1.53741808022464,0.1719770202246309,TRUE,2.185623922171601,BP validated; equal standard-type weighting; two-standard linear transfer,0.9785080546566717,3.2632596378258043,12.77510886903272
34,5850,PK95-SC-31,PK95-SC-31,BP manual Excel,-104.09481835842065,-103.7886156,-103.7886156,-102.5548194,-0.30620275842065325,-1.5399989584206537,0.30620275842065325,TRUE,2.0513774479304914,BP validated; equal standard-type weighting; two-standard linear transfer,0.9785080546566717,3.2632596378258043,12.77510886903272
35,6157,PK95-SC-49,PK95-SC-49,compiled workbook/no independent manual,-30.004164355344763,-29.51087121,,-29.51087121,-0.49329314534476154,-0.49329314534476154,0.49329314534476154,TRUE,-3.907985046680551e-11,BP validated; equal standard-type weighting; two-standard linear transfer,1.0335646277545545,2.358990141107562,14.558482993824164
35,6158,PK95-SC-49,PK95-SC-49,compiled workbook/no independent manual,-5.430833718042159,-5.063288583,,-5.063288583,-0.3675451350421586,-0.3675451350421586,0.3675451350421586,TRUE,-5.1514348342607263e-11,BP validated; equal standard-type weighting; two-standard linear transfer,1.0335646277545545,2.358990141107562,14.558482993824164
35,6160,PB-00-01-09D,PB-00-01-09D,compiled workbook/no independent manual,-106.08608797909676,-106.3269885,,-106.3269885,0.24090052090323866,0.24090052090323866,0.24090052090323866,TRUE,1.0686562745831907e-11,BP validated; equal standard-type weighting; two-standard linear transfer,1.0335646277545545,2.358990141107562,14.558482993824164
35,6161,PB-00-01-09D,PB-00-01-09D,compiled workbook/no independent manual,-83.47682724441924,-83.4538766,,-83.4538766,-0.022950644419239552,-0.022950644419239552,0.022950644419239552,TRUE,-9.947598300641403e-11,BP validated; equal standard-type weighting; two-standard linear transfer,1.0335646277545545,2.358990141107562,14.558482993824164
35,6162,PB-00-01-09D,PB-00-01-09D,compiled workbook/no independent manual,-92.86655343485023,-92.96290891,,-92.96290891,0.09635547514976395,0.09635547514976395,0.09635547514976395,TRUE,6.394884621840902e-11,BP validated; equal standard-type weighting; two-standard linear transfer,1.0335646277545545,2.358990141107562,14.558482993824164
35,6163,PB-00-02-07D,PB-00-02-07D,compiled workbook/no independent manual,-94.43488061900979,-94.42320802,,-94.42320802,-0.01167259900978479,-0.01167259900978479,0.01167259900978479,TRUE,7.281641956069507e-11,BP validated; equal standard-type weighting; two-standard linear transfer,1.0335646277545545,2.358990141107562,14.558482993824164
35,6164,PB-00-02-07D,PB-00-02-07D,compiled workbook/no independent manual,-93.22900744673873,-93.16908296,,-93.16908296,-0.05992448673873696,-0.05992448673873696,0.05992448673873696,TRUE,0,BP validated; equal standard-type weighting; two-standard linear transfer,1.0335646277545545,2.358990141107562,14.558482993824164
36,6260,PK95-SC-279,PK95-SC-279,compiled workbook/no manual,-104.31602055669688,-104.2912361,,-104.2912361,-0.02478445669687801,-0.02478445669687801,0.02478445669687801,TRUE,-1.4210854715202004e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6261,PK95-SC-279,PK95-SC-279,compiled workbook/no manual,-93.9744490356065,-93.94966455,,-93.94966455,-0.024784485606502926,-0.024784485606502926,0.024784485606502926,TRUE,-4.084199645149056e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6262,PK95-SC-246,PK95-SC-246,compiled workbook/no manual,-101.59081935187533,-101.5660349,,-101.5660349,-0.024784451875319746,-0.024784451875319746,0.024784451875319746,TRUE,-3.376499080331996e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6263,PK95-SC-246,PK95-SC-246,compiled workbook/no manual,-104.53248282779117,-104.5076983,,-104.5076983,-0.024784527791169353,-0.024784527791169353,0.024784527791169353,TRUE,7.460698725481052e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6264,PK95-SC-133,PK95-SC-133,compiled workbook/no manual,-96.81576948841754,-96.790985,,-96.790985,-0.024784488417537887,-0.024784488417537887,0.024784488417537887,TRUE,-2.665956344571896e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6265,PK95-SC-133,PK95-SC-133,compiled workbook/no manual,-95.6437367973584,-95.61895231,,-95.61895231,-0.024784487358402885,-0.024784487358402885,0.024784487358402885,TRUE,1.2448708730516955e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6266,PK95-SC-303,PK95-SC-303,compiled workbook/no manual,-98.76876413436288,-98.74397965,,-98.74397965,-0.02478448436288261,-0.02478448436288261,0.02478448436288261,TRUE,5.6843418860808015e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6267,PK95-SC-303,PK95-SC-303,compiled workbook/no manual,-108.55703129557195,-108.5322468,,-108.5322468,-0.02478449557195006,-0.02478449557195006,0.02478449557195006,TRUE,-9.595169103704393e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6268,PK95-SC-187,PK95-SC-187,compiled workbook/no manual,-109.15689515958806,-109.1321107,,-109.1321107,-0.02478445958806219,-0.02478445958806219,0.02478445958806219,TRUE,7.105427357601002e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6269,PK95-SC-187,PK95-SC-187,compiled workbook/no manual,-94.62050175635308,-94.59571727,,-94.59571727,-0.02478448635308439,-0.02478448635308439,0.02478448635308439,TRUE,-1.1547740541573148e-10,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6270,PK95-SC-224,PK95-SC-224,compiled workbook/no manual,-98.43365708830045,-98.4088726,,-98.4088726,-0.024784488300454655,-0.024784488300454655,0.024784488300454655,TRUE,1.7763568394002505e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6271,PK95-SC-224,PK95-SC-224,compiled workbook/no manual,-100.54170677308629,-100.5169223,,-100.5169223,-0.024784473086285175,-0.024784473086285175,0.024784473086285175,TRUE,1.7763568394002505e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6272,PK95-SC-35,PK95-SC-35,compiled workbook/no manual,-115.44082290423343,-115.4160384,,-115.4160384,-0.024784504233423377,-0.024784504233423377,0.024784504233423377,TRUE,-7.105427357601002e-12,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6273,PK95-SC-35,PK95-SC-35,compiled workbook/no manual,-107.37135141728895,-107.3465669,,-107.3465669,-0.024784517288949814,-0.024784517288949814,0.024784517288949814,TRUE,1.1368683772161603e-10,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6274,PK95-SC-165,PK95-SC-165,compiled workbook/no manual,-100.12723354638833,-100.1024491,,-100.1024491,-0.024784446388324,-0.024784446388324,0.024784446388324,TRUE,-3.552713678800501e-12,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6276,PK95-SC-179,PK95-SC-179,compiled workbook/no manual,-87.16411631003697,-87.13933182,,-87.13933182,-0.024784490036978468,-0.024784490036978468,0.024784490036978468,TRUE,1.5973000699887052e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6277,PK95-SC-179,PK95-SC-179,compiled workbook/no manual,-99.14882874400301,-99.12404425,,-99.12404425,-0.024784494003014856,-0.024784494003014856,0.024784494003014856,TRUE,3.728928277269006e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6323,PK95-SC-92,PK95-SC-92,compiled workbook/no manual,-87.77479595946704,-87.75001147,,-87.75001147,-0.02478448946703793,-0.02478448946703793,0.02478448946703793,TRUE,-7.281641956069507e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6324,PK95-SC-92,PK95-SC-92,compiled workbook/no manual,-122.57714034434588,-122.5523559,,-122.5523559,-0.024784444345883117,-0.024784444345883117,0.024784444345883117,TRUE,-7.105427357601002e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6325,PK95-SC-4,PK95-SC-4,compiled workbook/no manual,-94.41400471060415,-94.38922022,,-94.38922022,-0.02478449060414789,-0.02478449060414789,0.02478449060414789,TRUE,-5.150013748789206e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6326,PK95-SC-4,PK95-SC-4,compiled workbook/no manual,-118.132590978709,-118.1078065,,-118.1078065,-0.024784478709008795,-0.024784478709008795,0.024784478709008795,TRUE,-7.105427357601002e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6327,PK95-SC-148lwr,PK95-SC-148lwr,compiled workbook/no manual,-98.09767135357308,-98.07288686,,-98.07288686,-0.024784493573079658,-0.024784493573079658,0.024784493573079658,TRUE,-7.281641956069507e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6328,PK95-SC-148lwr,PK95-SC-148lwr,compiled workbook/no manual,-100.0357174727873,-100.010933,,-100.010933,-0.024784472787303002,-0.024784472787303002,0.024784472787303002,TRUE,-1.1900169738510158e-10,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6329,PK95-SC-185,PK95-SC-185,compiled workbook/no manual,-93.70882362608081,-93.68403914,,-93.68403914,-0.024784486080818624,-0.024784486080818624,0.024784486080818624,TRUE,-9.237055564881302e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6330,PK95-SC-43,PK95-SC-43,compiled workbook/no manual,-93.0582521223047,-93.03346763,,-93.03346763,-0.02478449230468982,-0.02478449230468982,0.02478449230468982,TRUE,-9.592326932761353e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6331,PK95-SC-43,PK95-SC-43,compiled workbook/no manual,-116.64146301415836,-116.6166785,,-116.6166785,-0.024784514158355364,-0.024784514158355364,0.024784514158355364,TRUE,-1.2420287021086551e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6332,PK95-SC-56,PK95-SC-56,compiled workbook/no manual,48.40496997013919,48.42975446,,48.42975446,-0.024784489860806502,-0.024784489860806502,0.024784489860806502,TRUE,1.9539925233402755e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6333,PK95-SC-3,PK95-SC-3,compiled workbook/no manual,-96.30363954835299,-96.27885506,,-96.27885506,-0.024784488352992184,-0.024784488352992184,0.024784488352992184,TRUE,7.105427357601002e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6334,PK95-SC-3,PK95-SC-3,compiled workbook/no manual,-81.37295384618983,-81.34816936,,-81.34816936,-0.02478448618983009,-0.02478448618983009,0.02478448618983009,TRUE,-4.4423131839721464e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6335,PK95-SC-23,PK95-SC-23,compiled workbook/no manual,-93.76565798763028,-93.7408735,,-93.7408735,-0.024784487630270746,-0.024784487630270746,0.024784487630270746,TRUE,3.197442310920451e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6336,PK95-SC-23,PK95-SC-23,compiled workbook/no manual,-94.57951877391426,-94.55473428,,-94.55473428,-0.024784493914253858,-0.024784493914253858,0.024784493914253858,TRUE,-1.0658141036401503e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6337,PK95-SC-161,PK95-SC-161,compiled workbook/no manual,-137.94741135356173,-137.9226269,,-137.9226269,-0.024784453561721875,-0.024784453561721875,0.024784453561721875,TRUE,-7.815970093361102e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6338,PK95-SC-161,PK95-SC-161,compiled workbook/no manual,-90.4865216319737,-90.46173714,,-90.46173714,-0.024784491973704803,-0.024784491973704803,0.024784491973704803,TRUE,3.907985046680551e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6339,PK95-SC-6,PK95-SC-6,compiled workbook/no manual,-106.71690644589862,-106.692122,,-106.692122,-0.024784445898617946,-0.024784445898617946,0.024784445898617946,TRUE,5.1528559197322465e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6340,PK95-SC-6,PK95-SC-6,compiled workbook/no manual,-87.89480206042224,-87.87001757,,-87.87001757,-0.02478449042223474,-0.02478449042223474,0.02478449042223474,TRUE,-6.394884621840902e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6341,PK95-SC-111-SPAR,PK95-SC-111,compiled workbook/no manual,-67.93410243961719,-67.90931795,,-67.90931795,-0.02478448961718982,-0.02478448961718982,0.02478448961718982,TRUE,1.1723955140041653e-10,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6342,PK95-SC-54-SPAR,PK95-SC-54,compiled workbook/no manual,-81.66367101625862,-81.63888653,,-81.63888653,-0.024784486258624838,-0.024784486258624838,0.024784486258624838,TRUE,1.0481926437932998e-10,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6343,PK95-SC-54-SPAR,PK95-SC-54,compiled workbook/no manual,-80.42765149787836,-80.40286701,,-80.40286701,-0.024784487878363848,-0.024784487878363848,0.024784487878363848,TRUE,-7.639755494892597e-11,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
36,6344,PK95-SC-22-SPAR,PK95-SC-22,compiled workbook/no manual,-123.17961057547524,-123.1548261,,-123.1548261,-0.02478447547524354,-0.02478447547524354,0.02478447547524354,TRUE,1.1010570233338512e-10,BP validated; equal standard-type weighting; two-standard linear transfer,0.8649731983502833,6.183942916612592,4.6709998582146
