path_id,initial_T_C,initial_d18Owater_vsmow,max_T_C,total_d18Owater_shift
40,20.790644633816555,-6.35272781830281,86.86380590312183,6.6688265721313655
41,18.57000055955723,-3.1943107284605503,109.99768629670143,0.6673100418411195
42,25.363658395363018,-7.450131831225008,103.1752369645983,10.829434784129262
43,25.343108157394454,-3.0073533547110856,87.41320533212274,4.635642611887306
44,24.221136273117736,-6.338869565166533,91.27585577778518,7.740270588546991
45,18.811118693556637,-3.4813394024968147,74.54742465633899,9.46862740488723
46,18.470151586225256,-2.215084579307586,64.55165008082986,3.8826811923645437
47,20.82585248630494,-7.511200639884919,83.47770547494292,0.7399794971570373
48,26.649061256321147,-2.873811521101743,60.78649295959622,5.960620171856135
49,21.649316009134054,-3.186570697464049,112.04996811691672,8.541658748406917
50,36.44569288357161,-5.68895837245509,119.55694042146206,13.664644490927458
51,16.14577916683629,-6.03441560594365,102.53132329322398,13.577201683074236
52,26.055001855129376,-6.77036778209731,109.60292941890657,1.2387838028371334
53,34.97312114108354,-4.583704024087638,113.51377617102116,6.97732052160427
54,18.0474814993795,-2.6716688573360443,92.36464396119118,5.539651148952544
55,29.0236995939631,-4.82171545131132,93.31881551072001,5.46464700717479
56,20.163284740410745,-4.478248059283942,76.5863930247724,4.4589928719215095
57,18.188291256083176,-4.005589144770056,99.55187554936856,9.556050759274513
58,33.83269660756923,-4.820645248517394,74.60611454676837,3.984608706086874
59,37.37613397883251,-4.940942603629082,77.29597228579223,5.461325999349356
60,24.36156939715147,-7.903037114534527,102.94685751199722,13.862359844148159
61,31.62787986570038,-7.7137400903739035,103.65201798733324,11.088080240879208
62,17.3710165231023,-2.4238959047943354,70.38258232176304,4.373672121670097
63,24.599240944953635,-3.3842867678031325,78.37867552880198,11.43964822543785
64,21.859591114334762,-6.793516303412616,82.19443660229445,3.092736810911447
65,35.366000971989706,-4.0984309976920485,64.66329325921834,7.01503348397091
66,26.21290853479877,-4.077399905771017,102.78901132754982,2.337612148374319
67,35.251608826220036,-5.628477431368083,93.0553637444973,1.675228722859174
68,35.30973773798905,-3.1261710287071764,68.15192378126085,12.56653954833746
69,34.85855802777223,-4.717859494034201,118.44982164446265,1.3120083012618124
70,25.995792190078646,-2.6892040907405317,93.71778953354806,12.110819793306291
71,33.861878965981305,-4.680116074625403,107.30456289835274,3.8722804919816554
72,30.730528288986534,-2.563711330294609,110.93484505545348,0.38197169825434685
73,32.75456003379077,-4.475231797900051,112.68250648397952,11.02338948706165
74,15.015619333134964,-5.45921809412539,108.0285824323073,5.021244197152555
75,26.88291435246356,-2.3024880620650947,98.4089091885835,0.35144152073189616
76,20.50297212903388,-3.7457725792191923,97.73566564545035,10.445310371462256
77,24.49541344307363,-5.520167551469058,76.28454028163105,0.4147580801509321
78,30.319275081856176,-7.889815497677773,61.79638952482492,6.074107633903623
79,23.79494773107581,-4.599595503415912,85.19185289740562,3.5927756619639695
80,17.77838560868986,-5.059619281440973,81.32608026266098,6.9722130936570466
81,21.090486817993224,-2.72795587265864,83.53987523820251,9.14697322808206
82,31.701389686204493,-3.1228838725946844,70.31620994210243,1.171196399256587
83,25.44116949196905,-2.8754001348279417,79.17852716054767,2.52661446435377
84,34.70489585073665,-5.7926243133842945,84.81330385431647,1.4624750223010778
85,17.571616106433794,-2.7563005229458213,105.5601418018341,11.373501773457974
86,25.87231853744015,-7.0919709713198245,76.31341230589896,8.785034182947129
87,39.62392449961044,-6.309129981789738,66.93494742270559,8.828014803584665
88,37.32627785997465,-3.9997690529562533,61.76019689999521,5.472457902971655
89,37.16172651969828,-2.1356985392048955,108.41131787281483,6.051550033036619
90,19.376316256821156,-4.50356158008799,88.80758619401604,4.880876031704247
91,18.267392289126292,-4.840459522791207,108.37487641721964,11.109808621462435
92,31.327548125991598,-7.635306650772691,64.740340900607407,12.41710556903854
93,23.587911806534976,-2.1857668180018663,66.92024457268417,9.115779214072973
94,31.418953199172392,-7.278577228542417,67.7649773703888,8.30008569965139
95,23.009331062203273,-7.4698201939463615,104.32491252198815,4.589509313926101
96,19.692277981666848,-2.7154153105802834,105.42591200675815,1.0596511512994766
97,34.55735753290355,-4.949776221532375,119.54731851350516,8.279421389102936
98,17.339874667814,-5.975030016154051,97.47317923698574,2.4967146893031895
99,26.669476039242,-2.6339922472834587,77.32140651438385,10.378901737742126
100,27.787636497523636,-7.808170231524855,71.9947064621374,4.11426691384986
101,29.999723981600255,-6.576621815562248,108.05507092271,8.948601349722594
102,23.320588507922366,-3.8810578933916986,103.66576261818409,1.7475135615095496
103,27.21532584168017,-6.645089460071176,73.02287848200649,3.573720972519368
104,38.86184568749741,-6.089032471179962,104.65431032236665,11.488045622594655
105,27.072559929220006,-6.956097099464387,111.99922249652445,11.252925501670688
106,37.258755553048104,-3.1914224978536367,91.76434538327157,0.6416848301887512
107,37.86095467279665,-7.122307652141899,95.91831281315535,12.257444106042385
108,30.21837455802597,-3.0636956500820816,116.25793993938714,1.792127259541303
109,25.267244413262233,-6.014013028237969,117.04344590194523,8.523639649618417
110,18.677367273485288,-5.754983672872186,99.6319380775094,6.57393622584641
111,38.382495081750676,-4.221527457237244,64.33719485532492,7.8020751983858645
112,22.5307224993594,-7.420197541825473,109.57989471964538,10.22549898410216
113,16.518014288740233,-7.868037708103657,88.77264467999339,6.578021642751992
114,38.693173500942066,-2.0417313179932535,83.47372700460255,13.840540826320648
115,33.014906835742295,-4.4963669260032475,77.94736654032022,13.785357383545488
116,18.557357389945537,-3.309061609208584,74.65849497355521,5.505985534284264
117,28.732116401661187,-2.6486232643947005,85.30860790517181,8.523859925568104
118,38.852280963910744,-3.4708072785288095,116.2662106147036,4.8367722211405635
119,29.637083827983588,-2.1247776192612946,75.86910699494183,6.119575869757682
120,25.112757043680176,-7.735117592383176,94.11412524059415,3.207847486715764
121,31.197336983168498,-2.579594691749662,72.13107406161726,0.08501147339120507
122,22.995515427319333,-2.8069951157085598,71.56833761371672,0.3342764349654317
123,22.69300027168356,-3.3475544517859817,103.1167047098279,0.8226179964840412
124,20.494190781610087,-5.739101498853415,78.81107373163104,10.704059031326324
125,24.237221645889804,-7.74735170789063,68.30340764019638,6.566616076976061
126,39.60548008675687,-5.81353351008147,63.48184186499566,11.911646323278546
127,18.855057520559058,-6.3574923812411726,115.8659784682095,8.144071468152106
128,17.27609999710694,-2.897195115685463,94.10028072539717,2.6164356735534966
129,18.547672694548965,-5.825589725282043,67.06622163299471,8.526853699237108
130,32.25017753778957,-6.173133256379515,93.88766888994724,12.50678426399827
131,30.481412084773183,-3.4451879635453224,92.4153709737584,11.120496322400868
132,37.28485292871483,-2.9309922540560365,109.18095110915601,7.057299675419927
133,31.824977315263823,-5.252470633480698,102.178770233877,5.922395832370967
134,33.426943448139355,-3.6222100132144988,94.06490241643041,9.161338028497994
135,28.028393144486472,-7.375528183765709,103.27855597715825,12.428339202422649
136,31.495961241889745,-6.680100933648646,105.14665280934423,12.488230595830828
137,35.545136503642425,-2.276292513590306,82.88535580504686,2.4974675299599767
138,34.657038792502135,-3.487774752546102,77.28061687666923,3.6050339466892183
139,39.49554793420248,-3.08626770041883,91.90099962987006,1.5881390664726496
140,25.985788406105712,-5.493337389547378,75.57876428123564,11.1602254207246
141,22.792555051855743,-4.4369690413586795,109.90741906687617,1.5335388430394232
142,25.236873815301806,-3.2070586532354355,84.32183308526874,11.60700372653082
143,15.261677795788273,-2.6695480975322425,64.35791553463787,10.794648156967014
144,19.596238100202754,-5.688850440084934,117.22551747690886,13.211651663295925
145,36.06823297217488,-7.458067494444549,73.03102697711438,6.5374063099734485
146,20.779044551309198,-4.245538177434355,84.33751600328833,13.157979065086693
147,20.977498891297728,-3.526182696223259,97.54009892698377,10.992561193648726
148,16.917279133340344,-7.487729256041348,97.70428822841495,12.244510250166059
149,21.143091950798407,-6.196894332766533,79.69431985169649,5.522477148100734
150,33.303380138240755,-4.312627056147903,68.33456951659173,1.3957882509566844
151,36.186329127522185,-3.4824076523073018,114.879430225119,3.877459886018187
152,27.438181677134708,-2.497657201718539,95.94695803709328,10.111108715645969
153,24.697725746082142,-5.145496965851635,104.97642575763166,4.988272511865944
154,21.161224853713065,-4.597283203154802,115.13728471007198,5.357966367620975
155,17.777411532588303,-3.5802779234945774,91.72592375893146,0.4475611122325063
156,24.74986088112928,-2.8553154533728957,82.31872476171702,7.300234016962349
157,29.29838284966536,-2.5451209731400013,63.94849926698953,1.6950907441787422
158,20.42231907020323,-7.661706647835672,111.26219542231411,12.392578470986336
159,26.11920005059801,-4.982550175394863,90.62467808369547,1.0450481860898435
160,20.449766718083993,-5.896731361746788,72.59988351725042,10.9791912548244
161,27.557489081518725,-2.9266632623039186,82.55060620140284,11.957852235995233
162,23.84761429624632,-3.1613890170119703,72.44192998856306,0.5204943888820708
163,31.2496289703995,-7.296012636274099,87.55444903392345,3.8520091329701245
164,24.367848915280774,-3.7238806700333953,74.49013500474393,8.988979286979884
165,23.88613451970741,-6.588386851828545,67.12141934316605,10.991097033489496
166,28.342198636382818,-7.550259492825717,64.3481489829719,5.600877966731787
167,33.50835900986567,-2.386123116593808,101.4593909913674,13.094232616014779
168,20.527573445579037,-7.056993049103767,77.21745715476573,5.467237590812147
169,25.318652965361252,-4.117655899841338,68.96474973298609,5.9354302999563515
170,21.64216717123054,-6.958893523085862,118.34592055063695,4.009903815109283
171,30.749326336663216,-7.879555944819003,84.63086341973394,8.56447771936655
172,19.59571226965636,-4.8721169219352305,84.10883125383407,7.823378340806812
173,36.59110278589651,-7.482332640327513,98.91338091809303,0.5595398908481002
174,33.66420010337606,-6.301985923666507,114.97834437992424,10.433947255834937
175,31.70711624319665,-5.4773905938491225,72.99972833599895,2.890823889989406
176,30.450446831528097,-4.476331254933029,92.87993231322616,9.190943511202931
177,24.3059515056666,-3.159833422396332,103.20302747189999,7.3138053975999355
178,28.245892146369442,-6.788028746843338,83.83476031478494,8.868112187832594
179,36.86705857166089,-5.2434519696980715,65.64008355606347,8.64588387357071
180,29.54375249450095,-5.311141316778958,98.09378430247307,3.9885376640595496
181,35.994194119703025,-3.5975134507752955,60.14872861560434,3.1333011141978204
182,22.811204122845083,-3.7114711366593838,72.63139438815415,7.546270974446088
183,32.70725805545226,-3.0126681267283857,100.74136856943369,13.949207681696862
184,21.62544515216723,-2.6806032746098936,111.97134782094508,4.604831516277045
185,29.858579850988463,-2.2841325560584664,107.98182693310082,4.5267052366398275
186,27.032245012233034,-4.696299668867141,68.09978390112519,0.49452925007790327
187,21.62581828655675,-4.865985403303057,83.24989546090364,7.358565935399383
188,29.114760869415477,-6.975810468196869,107.30831574182957,8.355296810157597
189,37.82970557571389,-5.124370640143752,101.57481999602169,10.389213228598237
190,37.54685973748565,-6.477075221017003,95.6563782831654,13.339719814248383
191,21.854165537515655,-7.761316177900881,67.43145908229053,6.8546973299235106
192,23.037068910198286,-4.191196941304952,93.30468616448343,1.1660228366963565
193,39.64102210942656,-4.762634515762329,86.96468326728791,3.638991985935718
194,30.499832754721865,-7.159378700423986,105.96999172121286,12.24785275850445
195,38.432852228870615,-6.2977293389849365,61.56586329918355,11.928827909287065
196,26.6633175581228,-4.501816428732127,71.71028591226786,11.80066530406475
197,25.170814831508324,-7.0098446467891335,112.87407388910651,13.256651444826275
198,31.480758105171844,-7.422193335834891,66.58809560816735,9.137542886659503
199,18.808665421092883,-5.428321451880038,118.11305567622185,6.834177913144231
200,29.321676455438137,-5.865430605597794,83.11191557440907,2.6285938094370067
201,20.968150671105832,-2.930398760829121,111.51548443827778,9.982462850864977
202,39.05897341086529,-6.439205158036202,113.24308527633548,1.1909795897081494
203,30.03414314938709,-7.861133046913892,89.34548991266638,6.456791678443551
204,27.875743181211874,-2.8256027619354427,103.08550853747874,13.102702292613685
205,25.064333555055782,-5.992472232785076,89.2023343546316,11.83411135012284
206,37.0061635307502,-4.209266769699752,119.32253165636212,10.026614036876708
207,24.102296619676054,-4.721442447509617,63.88506777584553,1.733288876246661
208,22.205982017330825,-5.741333040874451,69.45976667571813,8.327584458049387
209,19.266130877658725,-6.884761909488589,107.12091710418463,13.857939220033586
210,19.30429365951568,-5.426356452982873,92.53129738848656,8.615718829911202
211,27.0510651380755,-4.2153584086336195,84.99284071382135,3.8230873378925025
212,21.32412321283482,-4.874945892486721,119.93295894004405,0.891895804554224
213,20.40636974037625,-4.04227197682485,75.3403870202601,1.0122458580881357
214,31.859409702010453,-3.6238344120793045,90.47254026867449,12.229156996589154
215,16.191590685630217,-5.079062759876251,64.73827065434307,5.079549953807145
216,32.52132718684152,-5.693260306026787,108.82010186556727,13.238710088189691
217,23.79721596138552,-7.958998946938664,82.93074960820377,7.816465159878135
218,25.223599948221818,-7.977894634474069,108.1309624761343,7.177256112452596
219,35.52378309890628,-2.0303813591599464,71.87541820574552,13.268803289625794
220,37.971433703787625,-7.3526787189766765,116.7839862126857,1.5372223379090428
221,22.063208252657205,-5.487985049840063,80.74034845456481,11.464705707505345
222,39.02761984267272,-3.6926927203312516,91.3230148376897,5.282789494842291
223,33.209860706701875,-3.5447652065195143,66.70128038618714,7.792974669486284
224,32.15937705012038,-2.7680070577189326,113.15849107224494,4.394196613691747
225,16.321098569314927,-4.352792233694345,117.25529839284718,1.1528003243729472
226,24.880503366002813,-3.462779892142862,62.422845787368715,10.919125591870397
227,26.946134496247396,-2.916552211623639,89.61697131861001,2.7052861978299916
228,29.00633159209974,-4.323322106152773,73.56382228899747,9.17819654615596
229,32.45653987163678,-3.2406549933366477,111.52802035678178,6.092058746609837
230,37.892088460503146,-7.862871899269521,91.85614402871579,2.7600765717215836
231,30.458780684275553,-5.498512702062726,60.27828904800117,13.92524591088295
232,25.710537718841806,-2.7507056752219796,76.65360481012613,6.254400129895657
233,28.55200918042101,-4.115917906630784,79.51218858361244,0.4399732989259064
234,16.461962214671075,-2.453126079402864,95.32237659674138,13.118231813888997
235,21.52142142644152,-6.966649423819035,74.98108204454184,12.193775360006839
236,24.928798832697794,-6.105123265180737,62.58703684899956,8.417447967454791
237,19.943618417019024,-3.174462324474007,66.64072725456208,4.1862163888290524
238,35.79818907077424,-2.0662195328623056,102.2252287203446,11.33084785239771
239,18.82218057056889,-6.065686688758433,116.34127432946116,13.329993390943855
240,35.08546355064027,-7.992850229609758,78.67014108225703,11.928755597677082
241,28.67065391386859,-2.046976284123957,64.70957580953836,1.782336302101612
242,31.55794105026871,-7.109885649289936,79.30464548058808,13.564352896995842
243,19.292462347075343,-7.703814216889441,97.49433221295476,7.7994141220115125
244,30.82638399559073,-4.415879104286432,86.41451097093523,0.07510226313024759
245,22.79674366931431,-6.072029339149594,108.08071803767234,1.9006948755122721
246,33.113858660217375,-4.83242599805817,76.75702830310911,0.08185942191630602
247,24.973495616577566,-3.227467877790332,94.24279160331935,11.436236870475113
248,39.23391027841717,-7.586404419038445,62.52768072299659,10.950290230102837
249,39.18495926540345,-3.8298758161254227,71.4430473279208,13.034928001463413
250,33.1675634754356,-2.3082109559327364,103.62518824171275,5.161658352706581
251,21.430418661329895,-6.3333840956911445,109.60140301845968,13.642368238419294
252,20.544698366429657,-6.503560488577932,90.64326452091336,11.532411546446383
253,29.826141291996464,-7.04338711919263,94.06356994528323,11.024284085724503
254,21.688035803381354,-7.570219663903117,60.0693491846323,8.719561685342342
255,28.27675997163169,-4.655374501366168,68.62668619025499,13.542969003785402
256,34.63229178218171,-5.060977690387517,111.95802498143166,6.998858869075775
257,19.20152026345022,-5.034245828632265,64.953663633205,12.511738394852728
258,25.109979525441304,-2.6697704889811575,74.67424092348665,5.614605457521975
259,26.789406940806657,-7.77977384114638,118.89258944895118,6.2655825349502265
260,36.70267017208971,-6.777537118643522,94.65487676672637,13.100907149724662
261,38.14269889611751,-4.9173131650313735,74.92358186747879,9.56665076315403
262,37.04943898250349,-6.5819606659933925,96.897237226367,0.25428382214158773
263,31.854671062901616,-4.547385980840772,61.90543924458325,2.317374047357589
264,38.754174483474344,-5.106452531181276,68.78541265614331,6.941682984586805
265,27.911122356308624,-4.58388386759907,102.18437843956053,5.97149319248274
266,29.41297553246841,-7.13508610939607,63.93364251125604,13.888743688818067
267,23.408280147705227,-7.1257474245503545,97.30842373799533,12.44530173484236
268,23.68311578524299,-5.526301322039217,116.23964192345738,4.840575197711587
269,15.500607513822615,-3.901938305236399,65.27367688715458,9.881817750167102
270,27.57032614084892,-4.079433077480644,118.36821055971086,12.722145618870854
271,36.77608534111641,-2.504082001745701,61.560642630793154,9.468100420664996
272,15.15751959872432,-3.121321205049753,103.51367712020874,8.947403797879815
273,16.80142809986137,-3.9446599925868213,87.22238349728286,2.0944633786566556
274,19.105280624935403,-3.1550053441897035,93.9709442993626,8.415755460504442
275,34.25835185684264,-7.231613482348621,112.36386277712882,3.8185173021629453
276,33.37960764532909,-6.495328796096146,93.27379077672958,6.409947194624692
277,39.29689089185558,-6.010718050412834,104.25913243554533,3.111543305683881
278,26.661809420911595,-5.556384260300547,97.38774972036481,3.56890123616904
279,16.859612832777202,-4.187794538214803,78.66170434746891,9.151628180406988
280,31.220453107962385,-3.1483277305960655,83.53178907651454,6.6079042558558285
281,33.96482923766598,-6.447192791849375,72.1252473257482,2.2534824991598725
282,18.427652025129646,-3.0831971606239676,111.16682337597013,3.8091246844269335
283,24.91461486555636,-7.9071339862421155,96.4098090492189,9.981385302264243
284,20.624633230036125,-4.073595400433987,105.36588083021343,8.586951130535454
285,16.448964013252407,-3.129682494327426,93.75100852455944,1.8497075270861387
286,24.897317207651213,-5.231786439195275,76.55394076835364,0.9801015448756516
287,16.623207499505952,-6.779497390147299,104.1335042193532,13.52771018166095
288,20.64716082299128,-7.887390696909279,92.95678763184696,5.1557838916778564
289,16.36572772753425,-6.301203816663474,80.76762263663113,9.48435718473047
290,31.757050988962874,-2.508364246226847,90.89793808758259,11.843324225395918
291,22.443544565467164,-2.3978208769112825,108.94607685506344,3.3831053944304585
292,17.518039557617158,-4.744810317642987,91.57635415904224,0.49211387475952506
293,16.79760243045166,-6.6834647241048515,72.18240299262106,8.333363314159214
294,37.011014219606295,-5.063433175906539,110.88646082673222,11.706675792112947
295,33.85618505184539,-3.1931075830943882,82.22965290304273,5.071488943416625
296,35.415147190215066,-5.554216053336859,78.19951025303453,4.650639467407018
297,39.553509341785684,-7.3777305986732244,106.23582281637937,9.02630863012746
298,17.58999112411402,-6.3166089514270425,104.0069132996723,13.420611915178597
299,17.476045733783394,-5.8312026765197515,110.33435989636928,8.346850798465312
300,34.970790279330686,-6.444530953653157,94.14293054491282,7.143920251633972
301,34.61438166326843,-5.175908998586237,61.5768502978608,2.1736979028210044
302,15.23574762744829,-5.804927160497755,89.16763369459659,11.841914077289402
303,34.47664706967771,-7.272367674391717,92.56086196750402,3.0013259588740766
304,33.23476629797369,-7.718037916813046,110.19960701465607,9.378225427586585
305,30.753296320326626,-6.423222174867988,103.71987228747457,8.64859031746164
306,27.022770749172196,-2.1881529921665788,93.30682841129601,0.6999968779273331
307,18.915921284351498,-5.069027105811983,64.40486384555697,13.29158285818994
308,15.20538799581118,-5.1330678216181695,68.19013795349747,8.155728442594409
309,26.31145985564217,-3.50724271312356,101.07652177568525,12.05336071876809
310,27.307333218632266,-3.994158612098545,65.97731617279351,7.258541490882635
311,24.739677788456902,-7.7035064194351435,72.22715430893004,3.7257847683504224
312,26.61664854735136,-3.829368533566594,81.95880829822272,8.363287288695574
313,32.8319750179071,-5.820430599618703,110.77174545731395,11.138065178412944
314,16.382548158289865,-2.6951983557082713,74.21235573012382,9.65000452613458
315,23.869577437872067,-3.3482166221365333,102.29267103597522,6.728843024466187
316,35.070306822890416,-7.16477815201506,66.45652984734625,6.5230114427395165
317,35.89272092562169,-6.229944372549653,106.74413211643696,8.657772692386061
318,20.94373512431048,-7.243503287434578,75.30634100083262,6.289787200279534
319,23.84965256555006,-4.460590257309377,92.8825995605439,8.437905457802117
320,36.422135503962636,-4.629946346860379,62.03409124631435,0.06452563730999827
321,36.34408434503712,-3.8676732792519033,108.36656856816262,13.929923175368458
322,22.397386385127902,-6.132375145796686,80.26516843121499,5.690474277827889
323,18.676208114484325,-4.366478951182216,114.9771514814347,1.6513229198753834
324,32.599801532924175,-2.053794086445123,81.42638507299125,12.173547334503382
325,17.595167205436155,-3.540770508814603,118.52190078701824,7.562701391987503
326,15.843194324988872,-7.544857217930257,83.06271135807037,12.342367351055145
327,39.9851131986361,-5.2929865615442395,89.32041211053729,0.5255577466450632
328,15.871870102128014,-7.678778392728418,89.4465738767758,12.340075470041484
329,23.459782093996182,-5.962666915729642,60.73527744971216,10.112895376980305
330,37.8765940410085,-3.5962871070951223,98.48839203827083,10.777344152331352
331,30.430881740758196,-7.9753583571873605,90.75449829921126,12.090311925392598
332,22.157133717555553,-3.3685431061312556,79.22112709376961,7.010389444883913
333,33.44493507524021,-5.222148732747883,94.88598946016282,12.962096340488642
334,35.85135772940703,-3.6749578998424113,97.04066449776292,2.913045383989811
335,22.856769510544837,-4.000965696759522,86.29647226072848,0.3794783134944737
336,27.31416369555518,-4.567557676229626,70.22213883697987,4.421103009488434
337,32.434344155481085,-3.7771222996525466,102.90482979733497,9.241571495309472
338,31.036558849737048,-4.056673637125641,104.8671929212287,4.405678210314363
339,31.098072874592617,-6.263887129724026,110.63488248735666,13.222459429409355
340,39.446335120592266,-7.416563265956938,92.0855428185314,10.905588117893785
341,25.368383361492306,-2.2254720735363662,78.13411569222808,4.752037447877228
342,17.98511949949898,-3.5819958252832294,87.39109092392027,6.743047705385834
343,28.150741503341123,-4.323659188579768,83.06055206805468,5.82392718270421
344,20.626833770656958,-7.2804267150349915,74.94281128048897,10.868674592580646
345,27.160294101340696,-4.698445721063763,99.27760468795896,6.795978082809597
346,24.255369962193072,-6.423462333157659,117.3194221034646,0.21418745815753937
347,39.58375451969914,-2.6098350128158927,77.4649774376303,8.994318132288754
348,24.70797787886113,-7.944920325186104,99.01134519372135,3.287619787734002
349,20.73112100828439,-6.582590384408832,92.18159585259855,10.458362362813205
350,30.582438657293096,-7.219732427969575,95.84711199626327,4.138503243215382
351,18.413504926720634,-6.042601119726896,61.493896166794,12.687054682523012
352,39.18673735810444,-3.6416066703386605,60.2905043726787,11.946536251343787
353,27.876795197371393,-2.0495285876095295,67.88269526325166,6.46749287750572
354,19.076758230803534,-3.7091988334432244,61.48902622517198,0.9988754759542644
355,30.547557378886268,-4.9733611340634525,65.52776711527258,8.089252142235637
356,39.648854130646214,-5.383713969029486,88.53349344804883,8.114110676106066
357,31.71928793657571,-2.307048496324569,71.79940567351878,13.910074877087027
358,25.472897422732785,-7.278911074157804,108.88043691404164,4.693841801490635
359,23.083624829305336,-7.549128940328956,74.64355368632823,9.335224838461727
360,35.88138299877755,-2.6658710432238877,89.3284582765773,13.139784027822316
361,18.595426090760157,-5.453287429641932,98.93294877838343,8.047995689325035
362,19.8203986720182,-7.745835927315056,69.52298820018768,9.68395979469642
363,37.41846706601791,-4.115347138140351,110.21867465693504,1.2566202189773321
364,22.702988857636228,-5.188285025302321,86.1957917874679,12.130429424811155
365,24.08251358778216,-4.292443260084838,74.00973150506616,7.015951555222273
366,34.59866196848452,-6.3751074047759175,77.93135952204466,3.1255879779346287
367,19.834466997999698,-7.056228280067444,69.56528021022677,5.773869382683188
368,15.44414529693313,-7.314474378712475,95.13402624987066,12.408287914004177
369,25.165196657180786,-4.953902821056545,68.92667862586677,6.938308121170849
370,27.07919173175469,-4.711806274950504,70.74357358273119,9.4185521886684
371,25.546123754465953,-7.156122863292694,80.35329029895365,3.955062131397426
372,23.570220042020082,-6.981385699473321,71.03411633055657,11.438816240988672
373,36.66208286653273,-3.4280880610458553,84.33249133173376,3.4453923641704023
374,26.377701273886487,-4.83563035633415,96.8135771015659,5.175046714954078
375,28.344121840782464,-2.834063854534179,101.14028006326407,3.29734153021127
376,39.09608329762705,-3.95867007272318,109.41153600811958,13.10059696342796
377,34.364788552047685,-7.9217538218945265,82.4389268271625,5.811075596604496
378,20.221908714156598,-3.8408065917901695,117.17046027537435,1.9242916754446924
379,22.719670818187296,-2.6497176070697606,61.129929539747536,12.80110612232238
380,39.28356125601567,-4.2088989480398595,96.74249833915383,4.86697926511988
381,29.62250233744271,-7.356232070364058,87.8144258307293,11.941032260190696
382,34.02059063431807,-2.4736087769269943,81.28377723041922,1.9968925025314093
383,24.317734860815108,-3.947825713083148,112.94538172893226,5.032060193829238
384,34.22984778066166,-7.108437724411488,64.54817150719464,3.43707094527781
385,28.44192957621999,-3.527948946226388,112.99747149925679,0.6426832512952387
386,37.84988624160178,-2.344406828749925,71.2933101458475,10.98367063049227
387,19.632411047350615,-5.475299746263772,72.90400480851531,2.7884042831137776
388,22.055460434639826,-6.213661530986428,112.17193749267608,5.4859034195542336
389,17.374060329748318,-6.443439979106188,63.65028337575495,4.529871425125748
390,20.262176977703348,-6.662712098564953,74.09397604409605,8.429482670966536
391,39.42747490713373,-4.606073939241469,119.58093076944351,7.577803513966501
