Age_Ma,MAT_model_C,MAT_lower95_C,MAT_lower80_C,MAT_median_C,MAT_upper80_C,MAT_upper95_C,simulation_support_n,simulation_support_fraction,retained_for_plot,model_target,proxy_basis,uncertainty_scope,extrapolated
52.942,19.2698164948215,16.417246875230802,17.511803918033095,19.278879946862844,21.139750844858764,22.03795995431986,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
52.952,19.248434004154806,16.412685984406778,17.49319566985608,19.259904628768282,21.104070944680416,22.00422438121423,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
52.961999999999996,19.22706447130655,16.40813634086136,17.474754387675205,19.23554782634676,21.07411743826135,21.97058471121457,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
52.972,19.20570908279902,16.40359899497913,17.460124839720944,19.213862337080446,21.03979798187328,21.93681541520423,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
52.982,19.184369025154513,16.399074997144652,17.4445377698012,19.19247949303069,21.005472830506974,21.90038137329487,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
52.992,19.163045484895314,16.3945653977425,17.43071289623147,19.167276979717474,20.97464377132749,21.863068381785205,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.001999999999995,19.14173964854369,16.390071247157223,17.41603454162148,19.143180289876163,20.94820336592543,21.82576578567955,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.012,19.12045270262192,16.385593595773408,17.401350499226357,19.122900009051584,20.917089456346474,21.78847429115709,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.022,19.09918583365232,16.3787753436333,17.386770149091724,19.099128438999358,20.881016278644644,21.75306056743248,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.032,19.077940228157146,16.367930003493804,17.369703775188395,19.07604056350697,20.846794704932833,21.718815937474456,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.042,19.056717072658678,16.362904134519713,17.352150091412454,19.051437610806232,20.823412994805057,21.684589608453347,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.052,19.03551755367923,16.35789351169624,17.337171832764067,19.02916603265192,20.79830240612205,21.65011574902708,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.062,19.014342857741067,16.349626631437435,17.327278307348365,19.00611924380648,20.76736519041155,21.608588688505456,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.071999999999996,18.993194171366472,16.333782386634475,17.309543780224747,18.981893191643398,20.742256185475895,21.567088163318786,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.082,18.972072681077716,16.31831046672544,17.29897495695252,18.958315128272865,20.717547681101717,21.533614747934685,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.092,18.950979573397106,16.311576833913456,17.284252440720206,18.93510480919565,20.685864239443138,21.508198062099297,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.102,18.929916034846922,16.304874506988142,17.263788381696912,18.910748723259815,20.64808662292667,21.479191232294202,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.112,18.908883251949426,16.298204724310466,17.247137668410545,18.88929686957629,20.617297472812535,21.45003321308863,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.122,18.887882411226933,16.291617309569112,17.232109898837074,18.867578959499774,20.585787773811557,21.42275964444794,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.132,18.866914699201708,16.285108195841254,17.225707100793002,18.847531922148452,20.560908527727367,21.395398700835404,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.141999999999996,18.845981302396044,16.27863476678228,17.204651311021983,18.826085840781666,20.53328921572243,21.36798219648236,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.152,18.8250834073322,16.267190655211376,17.184783796407434,18.806070930265342,20.506740274365132,21.341657600396914,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.162,18.804222200532497,16.254595461600662,17.16502714921253,18.78103737066607,20.47561721352716,21.31644000059217,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.172,18.7833988685192,16.242013984355964,17.15407276949904,18.759832171320895,20.446217882461948,21.291266825375228,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.182,18.76261459781458,16.229446646790702,17.136059688175596,18.737216336026076,20.417165659542427,21.265933258823665,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.192,18.74187057494094,16.216893872218307,17.121546256094156,18.715974409117916,20.38618116055934,21.240476863624274,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.202,18.721167986420568,16.204356083952216,17.111474341523945,18.692517824394514,20.3588744180163,21.208768065536116,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.211999999999996,18.700508018775732,16.19183370530584,17.09342406840809,18.66945273368189,20.33233436038583,21.178784348856002,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.222,18.679891858528713,16.17435420612018,17.078838345661058,18.64845805460058,20.3070636986947,21.151087228260632,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.232,18.659320692201817,16.147316559510415,17.064290408636108,18.62750899857359,20.27822303077804,21.124082554303985,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.242,18.638795706317314,16.129395521550553,17.04430603533504,18.608734565703173,20.24589875290163,21.0965853053952,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.251999999999995,18.618318087397487,16.118310206203834,17.032065617104596,18.58706051196006,20.220737526975658,21.059692743926895,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.262,18.597889021964605,16.11656836821811,17.019160369632502,18.565907487182464,20.196559917393692,21.022719011177458,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.272,18.577509696540975,16.109805679922623,17.006904063182883,18.549497619542404,20.170689634168085,20.985809942696275,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.282,18.557181297648885,16.099556971864466,16.99380718762957,18.527785593288094,20.13405039834159,20.950020100992703,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.292,18.536905011810585,16.09317683458757,16.976818876714894,18.509358172647453,20.102401614144107,20.92116067773945,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.302,18.516682025548402,16.080768516424012,16.9687712035641,18.489600977680656,20.077284250787734,20.89231218986986,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.312,18.496513525384593,16.068302803770067,16.955284514830822,18.471315195702665,20.052560920148885,20.863129220619257,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.321999999999996,18.476400697841445,16.05585738708316,16.941645697783237,18.451850961008102,20.027224763132445,20.829232700684987,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.332,18.456344729441238,16.04363072360926,16.928193096895686,18.43265798932475,20.00308872034365,20.795167568225693,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.342,18.436346806706272,16.03145704809972,16.914780184867553,18.416064317498382,19.975316961326858,20.76137613336227,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.352,18.41640811615882,16.024512253851686,16.90182900374074,18.395641998593867,19.948371118805188,20.73427337713211,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.362,18.396529844321154,16.017623133041205,16.881800273034017,18.37727885393985,19.917581696528327,20.709724559950054,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.372,18.376713177715583,16.010790769037683,16.873984570851484,18.358951566403775,19.89085509835889,20.685362748054846,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.382,18.356959302864375,16.004016246224495,16.860645806132684,18.33927911097274,19.861441454451743,20.662340941681993,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.391999999999996,18.337269406289824,15.990300299260578,16.847207664904527,18.319564654713204,19.828681027556776,20.63641060785312,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.402,18.317644674514185,15.975740329147989,16.82828852924831,18.295116282817137,19.803432338013035,20.608684580510474,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.412,18.298086293909215,15.9612501579279,16.81477392708985,18.273495187690294,19.77705256478057,20.57978060520802,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.422,18.27859525104901,15.955693606436641,16.798319298199925,18.247111392356565,19.749978871629242,20.556240215903546,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.432,18.259171938836207,15.947262403197726,16.78130555176274,18.228961408360025,19.725608350500586,20.520250202413802,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.442,18.23981664041281,15.934312382882503,16.76098525501043,18.210193707250383,19.698783052508624,20.491512432852307,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.452,18.220529638920752,15.923389894244107,16.748472743713904,18.1946145606834,19.670333740251795,20.451683373834005,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.461999999999996,18.20131121750199,15.911589840969796,16.736056223429003,18.17819117544601,19.643356559374173,20.42535469467198,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.472,18.182161659298465,15.905411957796323,16.72370867525598,18.157992343730882,19.617618114799335,20.400487119912192,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.482,18.16308124745218,15.88832083210703,16.703548851776716,18.139204824198895,19.59190861295521,20.375665363135447,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.492,18.144070265105064,15.879993706938972,16.68460899834796,18.115041425944142,19.56206147939757,20.350971611234588,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.501999999999995,18.125128995399077,15.872689714117639,16.668380620139743,18.092618731785144,19.532599644256738,20.33165388081373,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.512,18.106257721476158,15.865569152359637,16.6525006988285,18.07423626985431,19.499769762057767,20.313285850445155,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.522,18.0874567264783,15.858732941186908,16.640991574003355,18.057400657994684,19.478223846511998,20.287384624070626,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.532,18.068726293547446,15.855096793031128,16.631914674855565,18.03744911931372,19.456577930912562,20.254685091660644,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.542,18.050066705825532,15.844987255594376,16.61858007203096,18.02012067104915,19.426479311106217,20.22828352877159,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.552,18.031478246454558,15.831104950578798,16.60455204467689,17.99544762052568,19.402149180563267,20.203800918836464,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.562,18.012961198576452,15.817083275349022,16.586369161527976,17.98000904776908,19.379110858135057,20.178090192117754,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.571999999999996,17.994515845333183,15.819411634483494,16.573281925109985,17.96155036718946,19.35532013617298,20.155286506590354,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.582,17.976142469866687,15.818190875567604,16.56054529511361,17.943145165631954,19.32794436366717,20.131254508465517,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.592,17.95784135531895,15.811990051186344,16.548973847248273,17.926352515117728,19.301243551449975,20.1071564936147,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.602,17.939612784831933,15.805897489927284,16.539062557819804,17.913266335888956,19.271738344543913,20.08269649057645,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.612,17.92145704154755,15.799913940756964,16.52565873735646,17.90023162445159,19.245849336056928,20.0628900093047,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.622,17.90337440860781,15.78820244804226,16.515605300841944,17.874553273464755,19.225610571354842,20.034210557034697,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.632,17.885365169154642,15.767969379636881,16.507822264017072,17.86218016706374,19.202448309805323,20.010236264356276,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.641999999999996,17.867429606330013,15.759794035910755,16.4951486449959,17.839705243764335,19.186856985885868,19.986083971120657,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.652,17.849568003275866,15.740750662702029,16.477486978420607,17.821450452882075,19.168236174825495,19.961967346469894,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.662,17.831780643134177,15.72079029680339,16.458743846470107,17.80190732982789,19.145034023246403,19.937885685651292,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.672,17.814067809046907,15.720442848963852,16.440228199262524,17.785311821069342,19.12168510143837,19.915838148110875,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.682,17.79642978415598,15.72402457098685,16.4320169356663,17.767383712337157,19.099069928628044,19.893668639173605,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.692,17.7788668516034,15.717940588343028,16.420850221294153,17.74991043499783,19.078711892677273,19.865843438661205,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.702,17.761379294531093,15.699119467132508,16.4111076306548,17.730745163421325,19.059091442125975,19.84096116548914,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.711999999999996,17.743967396081032,15.688200503819713,16.401325399638353,17.714198534813036,19.039738614457026,19.817410905038084,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.722,17.72663143939515,15.673024422090165,16.39190192968702,17.696421893085464,19.018899116271456,19.78866164916695,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.732,17.70937170761544,15.657923734348886,16.376802913022114,17.673418212561618,18.99655686541801,19.760254237859137,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.742,17.69218848388384,15.643235979299833,16.35799575870438,17.65762117353149,18.976373459312537,19.736858312999555,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.751999999999995,17.675082051342308,15.628814205531011,16.343739152293267,17.64099920079257,18.950384714321164,19.7112056694826,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.762,17.65805269313279,15.625460773079588,16.328192132221854,17.623165064764656,18.934159556451,19.687657350872453,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.772,17.641100692397274,15.610683505215942,16.313438669076586,17.608218614301805,18.917309746237137,19.669459742942962,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.782,17.6242263322777,15.59611106070846,16.298900713463574,17.593239388214947,18.9011460023432,19.64416751678458,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.792,17.607429895916013,15.58282620035086,16.28475411344471,17.57583944863286,18.88043164130984,19.61743533678169,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.802,17.590711666454194,15.574739234689865,16.277103742963238,17.557943538869644,18.869290122962106,19.592402555059394,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.812,17.5740719154415,15.566775348523342,16.265451098014594,17.538951493542985,18.854398387998483,19.566158327770253,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.821999999999996,17.55751046376138,15.559001224780978,16.24958170507886,17.52188978769285,18.836510513280917,19.541938109632184,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.832,17.54102654686641,15.551453278679956,16.230507109355823,17.507036759742917,18.8137808598134,19.515505068975703,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.842,17.52461936108388,15.544101294128051,16.213996855128148,17.492673700121415,18.790676259145602,19.48885932149159,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.852,17.50828810274105,15.537063735613904,16.203596143317498,17.477615454666328,18.766378263219107,19.47002143394674,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
53.862,17.492031968165183,15.529933625481176,16.193302448043266,17.463821830728357,18.745002626230544,19.444842983163365,2000,1,TRUE,mean annual air temperature,Wing et al. (2000) aggregate leaf-margin analysis,Monte Carlo propagation of published MAT error and uniform sampling within each aggregate age interval,FALSE
